box,year,Clutch_size,ld,average_temperature_laying,average_temperature_per1,average_temperature_per2,average_temperature_per3,average_temperature_per4,Num_fledglings,Num_chicks,num_neighbors,Mother
SW49,1969,8,127,12.55,10.88928571,11.65,12.63125,15.725,4,7,5,BC85473
SW51,1970,10,124,13.47,12.44615385,13.89375,17.24375,16.50625,10,10,3,BC85473
SW67,1968,6,117,10.48333333,8.894444444,8.86875,13.925,13.56875,5,6,3,BC85474
SW64,1968,8,121,8.525,8.596666667,11.04375,14.63125,13.98125,7,8,4,BC85475
SW88,1968,8,116,10.29375,NA,NA,NA,NA,1,7,4,BC85476
B181,1968,8,117,10.1625,9.01,8.36875,13.48125,13.71875,6,8,6,BC85477
B213,1969,10,112,8.36,NA,NA,NA,NA,10,10,7,BC85477
B57,1968,9,117,9.888888889,8.43,8.9,11.04375,14.63125,3,8,4,BC85478
B57,1969,8,117,8.64375,11.94166667,10.10625,11.8625,10.79375,7,8,6,BC85478
SW108,1968,6,126,8.225,9.1,13.03125,14.05625,15.40625,6,6,4,BC85481
SW108,1970,9,127,12.86666667,12.56923077,14.66875,18.4125,15.80625,9,9,4,BC85481
SW84,1968,8,118,9.70625,8.675,9.41875,14.375,13.625,8,8,4,BC85485
SW85,1969,8,118,8.9625,11.14666667,11.18125,11.65,12.63125,7,7,5,BC85485
SW85,1970,9,122,13.62222222,12.08076923,12.99375,15.25625,18.71875,4,9,5,BC85485
MP19,1968,7,118,9.992857143,8.890625,8.86875,13.925,13.56875,7,7,2,BC85487
B34,1968,7,116,10.52857143,8.628571429,8.68125,11.79375,14.45625,6,6,4,BC85490
B34,1969,5,116,7.79,NA,NA,NA,NA,0,NA,6,BC85490
B27,1968,10,118,9.475,8.532352941,11.79375,14.45625,14.48125,7,10,6,BC85492
B27,1969,8,115,8.1875,11.62857143,10.10625,11.8625,10.79375,0,NA,6,BC85492
B216,1970,10,119,12.77,12.47857143,12.74375,14.75625,19.10625,0,NA,7,BC85492
EX49B,1970,10,116,9.945,13.14333333,12.46875,14.66875,18.4125,9,10,6,BC85499
EX49B,1971,8,114,6.9125,NA,NA,NA,NA,0,0,6,BC85499
CP1,1968,8,126,8.35,9.864705882,14.55,13.79375,15.8625,0,NA,6,BC85554
EX7,1968,11,113,10.45909091,8.928571429,8.575,12.56875,14.175,8,11,4,BC85560
EX5A,1969,11,118,9.204545455,11.43,11.81875,10.96875,15.475,0,NA,4,BC85560
O11,1970,11,124,13.43181818,12.45384615,14.175,17.90625,16.2,8,11,5,BC85560
EX5,1971,11,113,7.595454545,12.5,11.2125,11.19375,12.475,10,11,4,BC85560
EX5,1972,9,101,8.311111111,8.872916667,8.85625,11.66875,10.76875,5,8,5,BC85560
EX6,1973,10,115,8.425,NA,NA,NA,NA,7,10,8,BC85560
O50,1968,6,125,7.891666667,NA,NA,NA,NA,0,0,8,BC85609
O73,1970,9,125,13.37777778,12.62333333,14.66875,18.4125,15.80625,8,9,3,BC85609
O59,1971,10,124,13.38,11.5375,11.19375,12.475,10.8,10,10,5,BC85609
EX25,1968,9,122,8.327777778,8.883333333,12.56875,14.175,15.1,8,8,6,BC85625
W8,1969,8,127,12.55,NA,NA,NA,NA,0,0,5,BC85625
EX43B,1968,7,120,8.885714286,8.625,10.26875,14.55,13.79375,2,6,6,BC85828
O112,1969,6,138,10.06666667,11.6,12.63125,15.725,13.68125,0,5,6,BC85829
CP40,1969,8,133,10.7125,NA,NA,NA,NA,0,0,2,BC85879
CP36,1968,9,119,9.116666667,8.5625,11.04375,14.63125,13.98125,0,NA,4,BC85882
EX51,1970,13,115,10.61153846,12.78214286,12.4625,14.675,18.81875,12,13,5,BC85882
CP38,1968,8,118,9.70625,8.833333333,8.86875,13.925,13.56875,3,8,3,BC85887
EX39B,1969,10,115,8.92,11.73928571,10.33125,11.68125,11.63125,10,10,5,BC85897
EX39,1970,11,114,9.136363636,13.11428571,12.1875,13.89375,17.24375,11,11,6,BC85897
O38,1970,10,126,13.025,12.40416667,14.175,17.90625,16.2,7,9,5,BC85913
O31,1968,9,120,8.616666667,8.658823529,12.56875,14.175,15.1,2,2,5,BC85914
W51,1968,11,116,9.895454545,NA,NA,NA,NA,0,0,4,BC85919
EX10A,1968,8,114,10.7375,9,8.175,13.03125,14.05625,7,7,5,BC85921
EX18A,1968,9,118,9.633333333,NA,NA,NA,NA,0,0,6,BC85922
EX34A,1969,8,123,10.79375,NA,NA,NA,NA,0,0,5,BC85922
EX19,1970,9,139,12.7,14.67,18.81875,15.71875,15.89375,3,9,7,BC85922
EX39,1968,8,121,8.525,8.5625,11.79375,14.45625,14.48125,7,7,4,BC85923
EX36,1969,6,119,9.033333333,11.04411765,11.4875,11.6,13.49375,4,6,6,BC85923
EX49A,1968,5,121,8.76,NA,NA,NA,NA,0,0,6,BC85924
EX49A,1969,8,123,10.79375,NA,NA,NA,NA,0,0,5,BC85924
EX51B,1968,6,114,11.34166667,9.1325,8.36875,13.48125,13.71875,4,5,5,BC85925
EX52,1969,8,118,8.9625,NA,NA,NA,NA,0,0,6,BC85925
EX67,1968,7,115,10.71428571,NA,NA,NA,NA,0,0,5,BC85926
O16,1968,9,118,9.633333333,8.74,9.41875,14.375,13.625,5,8,6,BC85927
O76,1968,9,117,9.888888889,8.570588235,10.26875,14.55,13.79375,9,9,5,BC85928
O75,1970,11,123,13.42727273,12.15,13.4375,15.88125,18.15625,7,9,3,BC85928
O73,1971,8,121,10.8875,12.15833333,11.3875,12.0125,10.925,3,6,3,BC85928
O80,1968,6,119,9.541666667,8.5775,11.79375,14.45625,14.48125,5,6,5,BC85929
O78,1969,6,121,9.883333333,NA,NA,NA,NA,0,0,6,BC85929
O81,1970,9,128,12.61111111,12.65714286,14.75625,19.10625,15.74375,6,6,9,BC85929
O27,1968,10,119,8.935,8.5625,11.79375,14.45625,14.48125,8,10,3,BC85930
EX56,1968,6,115,11.08333333,NA,NA,NA,NA,0,0,3,BC85931
W12,1968,12,118,9.058333333,8.646666667,11.79375,14.45625,14.48125,9,11,6,BC85932
W27,1968,10,119,8.935,8.836111111,13.03125,14.05625,15.40625,8,10,7,BC85933
EX30,1968,6,123,8.416666667,9.028947368,13.48125,13.71875,15.88125,0,5,7,BC85935
EX62F,1968,7,124,8.157142857,NA,NA,NA,NA,0,0,2,BC85936
EX71,1968,8,116,10.29375,NA,NA,NA,NA,0,0,4,BC85937
EX33,1969,10,118,9.06,11.33461538,11.18125,11.65,12.63125,10,10,5,BC85937
O19,1968,6,125,7.891666667,NA,NA,NA,NA,0,0,3,BC85938
W40,1968,8,113,11.0875,8.944117647,8.575,12.56875,14.175,0,NA,5,BC85939
W84,1968,9,117,9.888888889,8.515789474,11.79375,14.45625,14.48125,0,NA,3,BC85940
W100,1969,9,123,11.03333333,11.6,11.84375,11.04375,16.46875,5,8,3,BC85940
W100,1970,11,123,13.42727273,12.48571429,14.175,17.90625,16.2,11,11,3,BC85940
CP20,1969,8,122,10.28125,11.48571429,11.81875,10.96875,15.475,7,8,6,BC85945
CP19,1968,6,135,9.083333333,NA,NA,NA,NA,0,0,4,BC85947
CP35,1969,10,119,9.45,11.459375,11.8625,10.79375,16.2625,9,9,5,BC85993
C3B,1968,8,119,9.25,NA,NA,NA,NA,0,0,4,BE08975
C162,1970,9,120,13.3,NA,NA,NA,NA,9,9,5,BE08975
C161,1972,11,115,8.895454545,9.669230769,10.74375,11.3625,11.01875,9,11,4,BE08975
C19,1968,9,111,11.92222222,NA,NA,NA,NA,6,9,4,BE08976
C120,1968,8,115,10.525,NA,NA,NA,NA,7,8,6,BE08977
C41,1967,10,116,8.645,10.90666667,10.55625,12.33125,13.175,7,10,3,BE08992
C157,1968,9,111,11.92222222,NA,NA,NA,NA,0,0,5,BE08992
C6,1967,10,114,8.28,10.58666667,10.1875,11.6125,13.46875,8,10,5,BE08993
C162,1968,10,114,10.375,NA,NA,NA,NA,0,0,4,BE08993
C20,1967,8,115,8.93125,10.23125,10.1875,11.6125,13.46875,8,8,3,BE08995
C162,1967,5,126,10.8,NA,NA,NA,NA,5,5,4,BE08996
C110,1967,10,108,7.7,9.223076923,11.98125,10.1875,11.6125,7,10,3,BE08997
C150,1967,8,114,9.15,10.08571429,9.7375,11.3125,13.41875,7,8,3,BE08999
MP55,1967,5,122,7.65,10.96333333,10.89375,12.66875,12.8875,5,5,2,BE50002
MP60,1968,7,113,11.33571429,NA,NA,NA,NA,0,0,3,BE50002
MP74,1967,7,121,7.785714286,10.96333333,11.14375,12.84375,12.73125,4,6,4,BE50003
CP37,1970,11,116,10.35454545,12.96785714,12.46875,14.66875,18.4125,7,11,5,BE73750
MP5,1968,8,115,10.525,8.628571429,8.68125,11.79375,14.45625,8,8,3,BH01229
B22,1969,10,114,8.805,NA,NA,NA,NA,5,9,3,BH01229
MP46,1968,8,139,8.86875,13.95454545,13.625,16.14375,13.7875,5,5,4,BH01395
MP53,1969,8,117,8.64375,11.04411765,11.4875,11.6,13.49375,7,8,5,BH01395
MP60,1969,9,121,10.05,NA,NA,NA,NA,9,9,4,BH01515
MP62,1970,9,122,13.62222222,NA,NA,NA,NA,0,0,4,BH01515
B112,1969,7,125,10.8,NA,NA,NA,NA,7,7,5,BH01563
B26,1970,9,128,12.61111111,12.40454545,14.175,17.90625,16.2,1,9,5,BH01563
B116,1972,10,114,8.15,9.926923077,9.94375,11.65,10.9,7,9,8,BH01563
B114,1973,9,128,9.377777778,13.21363636,13.3875,13.875,15.175,6,7,4,BH01563
O16,1969,9,124,11.33888889,11.49615385,11.84375,11.04375,16.46875,5,9,5,BH17566
W91,1969,8,124,10.91875,11.6,11.84375,11.04375,16.46875,0,NA,4,BH17574
SW64,1969,7,136,9.935714286,NA,NA,NA,NA,3,7,3,BH17599
CP22,1969,8,138,10.76875,NA,NA,NA,NA,0,0,5,BH17601
W6,1969,10,125,12.025,10.93,11.6,13.49375,15.35625,0,NA,4,BH17609
W2,1969,8,133,10.7125,NA,NA,NA,NA,0,0,7,BH17610
EX62A,1969,7,130,13.05714286,NA,NA,NA,NA,0,0,3,BH17612
B137,1969,6,125,10.44166667,NA,NA,NA,NA,6,6,6,BH17617
B46,1970,9,126,13.09444444,12.40833333,13.89375,17.24375,16.50625,9,9,6,BH17617
B45,1971,9,124,13.32222222,11.75769231,11.19375,12.475,10.8,7,7,6,BH17617
O117,1968,5,137,7.82,NA,NA,NA,NA,0,0,6,BH17624
EX59,1969,9,128,12.52777778,11.0125,10.79375,16.2625,13.43125,7,8,6,BH17625
EX2,1969,10,120,9.85,NA,NA,NA,NA,0,0,6,BH17629
O3,1969,10,127,12.255,NA,NA,NA,NA,0,0,5,BH17633
SW26,1969,6,125,10.44166667,NA,NA,NA,NA,0,0,3,BH17643
EX41A,1969,6,129,13.325,NA,NA,NA,NA,0,0,6,BH17645
C115,1969,10,112,8.36,NA,NA,NA,NA,9,10,3,BH17646
C132,1970,10,125,13.345,NA,NA,NA,NA,10,10,5,BH17646
O34,1970,10,129,12.21,12.85769231,15.25625,18.71875,16.24375,8,10,5,BH17663
SW102,1969,6,120,9.708333333,11,11.4875,11.6,13.49375,0,5,4,BH17676
SW101,1970,10,124,13.47,12.62333333,14.66875,18.4125,15.80625,10,10,6,BH17676
SW103,1971,8,121,10.8875,NA,NA,NA,NA,8,8,4,BH17676
SW101,1972,8,113,7.36875,9.803333333,9.65,11.60625,10.875,6,7,4,BH17676
EX6,1969,7,128,12.94285714,NA,NA,NA,NA,0,0,4,BH17691
O60,1968,9,119,9.116666667,8.532352941,11.79375,14.45625,14.48125,9,9,3,BH17712
B85,1969,7,125,10.8,NA,NA,NA,NA,7,7,3,BH17780
EX12A,1969,8,129,12.7625,NA,NA,NA,NA,0,0,7,BH17786
O14,1969,9,129,12.47777778,10.81923077,11.275,14.525,14.69375,6,8,5,BH17787
EX38,1969,8,133,10.7125,11.68666667,12.24375,16.0375,13.4625,4,4,5,BH17788
W25,1969,9,116,8.711111111,NA,NA,NA,NA,0,0,5,BH17792
EX39A,1969,7,124,10.62857143,11.60333333,11.84375,11.04375,16.46875,5,7,6,BH17794
O5A,1969,7,127,12.4,NA,NA,NA,NA,0,0,4,BH17795
O73,1969,8,125,11.2875,11.49615385,11.84375,11.04375,16.46875,7,7,3,BH17796
W22,1969,9,121,10.05,NA,NA,NA,NA,0,0,2,BH17797
W97,1969,7,122,10.22142857,NA,NA,NA,NA,0,0,7,BH17798
EX19A,1969,9,122,10.43333333,11.734375,11.68125,11.63125,16.19375,5,7,9,BH17799
EX41D,1969,8,127,12.55,NA,NA,NA,NA,0,0,5,BH17800
EX56,1969,9,127,12.41111111,10.68076923,11.65,12.63125,15.725,9,9,3,BH17801
EX59,1970,11,115,9.922727273,13.25909091,11.9375,13.4375,15.88125,11,11,5,BH17801
O11,1969,10,125,12.025,11.00833333,11.68125,11.63125,16.19375,10,10,5,BH17802
O64,1969,9,129,12.47777778,NA,NA,NA,NA,8,9,4,BH17803
O31,1969,9,126,12.16666667,10.97307692,11.33125,12.24375,16.0375,9,9,4,BH17804
W39,1969,10,117,8.9,11.175,11.18125,11.65,12.63125,8,10,6,BH17805
W62,1969,8,124,10.91875,11.56538462,11.8625,10.79375,16.2625,5,7,2,BH17806
W64,1969,9,123,11.03333333,11.56538462,11.8625,10.79375,16.2625,8,9,7,BH17807
W101,1969,9,127,12.41111111,10.68076923,11.65,12.63125,15.725,7,8,4,BH17808
CP28,1970,10,118,11.605,12.78214286,12.4625,14.675,18.81875,0,NA,3,BH17811
EX36,1970,10,124,13.47,12.325,13.8375,16.46875,17.3125,9,10,5,BH17826
EX39,1971,9,129,12.65555556,11.41666667,11.3875,12.0125,10.925,8,9,5,BH17857
CP33,1971,9,124,13.32222222,11.73333333,11.06875,12.7875,10.66875,0,NA,6,BH17870
B105,1971,9,129,12.65555556,11.08333333,12.79375,10.85,11.48125,0,NA,4,BH17888
B150,1972,8,109,7.25625,9.421428571,9.28125,10.74375,11.3625,0,8,6,BH17895
O74,1970,9,128,12.61111111,12.58333333,14.66875,18.4125,15.80625,9,9,4,BH17912
O74,1971,9,122,11.86111111,12.19230769,10.95,12.925,11.04375,9,9,4,BH17912
O40,1969,4,130,13.9125,11.35714286,11.33125,12.24375,16.0375,1,3,8,BH17935
W67,1970,9,134,12.06111111,13.275,15.88125,18.15625,16.3375,0,NA,5,BH17988
O39,1971,9,123,12.69444444,11.91,11.3875,12.0125,10.925,9,9,8,BH18003
SW15,1970,10,125,13.345,12.60357143,14.66875,18.4125,15.80625,9,10,5,BH18021
EX9,1970,12,117,11.48333333,12.66153846,12.4625,14.675,18.81875,9,10,5,BH18121
EX10,1971,10,114,7.17,NA,NA,NA,NA,0,0,5,BH18121
EX11,1972,5,106,8.62,NA,NA,NA,NA,0,0,5,BH18121
EX11,1973,6,115,8.241666667,NA,NA,NA,NA,0,0,6,BH18121
SW119,1970,8,126,13.1,12.44615385,13.89375,17.24375,16.50625,8,8,5,BH18145
SW119,1972,9,127,9.655555556,10.796875,10.875,11.34375,12.0875,8,8,4,BH18145
SW120,1973,9,124,9.555555556,12.15,13.3875,13.875,15.175,7,9,5,BH18145
SW120,1974,8,121,8.1,NA,NA,NA,NA,0,0,4,BH18145
O42,1970,8,127,12.925,12.60357143,14.66875,18.4125,15.80625,8,8,7,BH18156
O18,1971,7,123,12.09285714,12.27083333,11.25625,12.79375,10.85,0,NA,4,BH18156
W58,1970,8,139,12.46875,NA,NA,NA,NA,0,0,3,BH18161
EX78,1970,6,128,12.66666667,12.48571429,14.175,17.90625,16.2,6,6,6,BH18184
B222,1970,9,127,12.86666667,12.40416667,14.175,17.90625,16.2,0,NA,7,BH18215
CP43,1970,12,123,13.39583333,12.40833333,13.89375,17.24375,16.50625,12,12,2,BH18244
C121,1970,7,127,12.90714286,NA,NA,NA,NA,5,7,3,BH18301
EX51,1971,9,115,7.061111111,12.5,11.2125,11.19375,12.475,0,8,6,BH18357
EX9,1971,10,119,10.295,12.5,11.48125,12,11.38125,10,10,4,BH18358
EX10,1972,10,124,10.08,NA,NA,NA,NA,0,0,5,BH18358
EX8,1973,11,118,8.618181818,NA,NA,NA,NA,7,11,5,BH18358
EX14B,1971,10,111,8.525,11.71538462,11.7375,11.25625,12.79375,9,9,7,BH18359
W2,1971,8,122,11.5375,12.37727273,11.425,12.59375,10.83125,8,8,6,BH18363
EX13,1971,8,118,8.5625,12.66785714,11.48125,12,11.38125,7,8,4,BH18364
O21,1971,5,129,14.11,NA,NA,NA,NA,0,0,5,BH18377
W58,1971,8,121,10.8875,12.4375,11.425,12.59375,10.83125,0,8,6,BH18402
O26,1972,11,121,10.38636364,NA,NA,NA,NA,0,0,4,BH18429
O27A,1973,10,111,7.595,NA,NA,NA,NA,0,0,2,BH18429
W63,1972,9,126,9.633333333,NA,NA,NA,NA,0,0,3,BH18431
W84,1971,10,129,12.44,11.1,12.79375,10.85,11.48125,0,NA,3,BH18449
O13,1972,10,106,7.725,NA,NA,NA,NA,4,10,3,BH18449
B141,1971,9,126,13.72222222,11.17307692,12,11.38125,11.00625,8,9,5,BH18476
B222,1972,9,113,7.483333333,9.910714286,9.65,11.60625,10.875,0,NA,4,BH18476
B10,1973,10,115,8.425,9.578571429,13.33125,13.79375,13.325,9,9,6,BH18476
EX33,1971,9,120,10.62777778,12.33461538,11.25625,12.79375,10.85,0,NA,7,BH18478
W14,1973,8,121,8.95625,11.34444444,13.79375,13.325,14.95,8,8,5,BH18478
O11,1971,13,125,12.83461538,11.08333333,12.79375,10.85,11.48125,6,13,4,BH18481
CP24,1971,9,117,8.216666667,NA,NA,NA,NA,0,0,5,BH18486
W11,1971,9,120,10.62777778,12.33461538,11.25625,12.79375,10.85,7,9,7,BH18487
C44,1969,12,121,10.8125,NA,NA,NA,NA,11,12,2,BH62008
C40,1970,13,128,12.66153846,NA,NA,NA,NA,13,13,2,BH62008
C40,1971,10,122,12.19,NA,NA,NA,NA,6,NA,5,BH62008
SW34,1969,4,132,13.9875,10.75416667,11.33125,12.24375,16.0375,3,3,5,BH62028
EX62D,1969,7,132,12.03571429,10.72727273,11.6,13.49375,15.35625,6,7,3,BH62065
B58,1969,6,128,12.83333333,NA,NA,NA,NA,5,6,6,BH62081
B35,1970,10,125,13.345,NA,NA,NA,NA,0,0,6,BH62081
EX13A,1969,8,128,12.7375,NA,NA,NA,NA,0,0,3,BH62082
SW113,1970,10,128,12.49,12.63181818,14.66875,18.4125,15.80625,10,10,5,BH62160
SW106,1969,7,128,12.94285714,10.97307692,11.33125,12.24375,16.0375,7,7,4,BH62170
EX8,1969,10,115,8.92,11.85769231,10.18125,11.84375,11.04375,9,10,6,BH62173
C28,1970,7,128,12.72142857,12.40833333,13.89375,17.24375,16.50625,0,NA,5,BH62182
C131,1969,7,128,12.94285714,NA,NA,NA,NA,0,0,5,BH62183
C151,1969,9,133,10.91111111,NA,NA,NA,NA,9,9,4,BH62186
EX50,1971,8,126,13.8875,NA,NA,NA,NA,0,0,6,BH62209
EX20,1971,4,129,14.1625,NA,NA,NA,NA,0,0,5,BH62218
MP50,1969,9,123,11.03333333,11.74,11.68125,11.63125,16.19375,5,7,5,BH62322
B204,1969,9,123,11.03333333,NA,NA,NA,NA,8,9,7,BH62347
O37,1970,11,126,12.93636364,12.58333333,14.66875,18.4125,15.80625,6,6,6,BH62353
EX29A,1969,8,130,12.7,10.68333333,11.6,13.49375,15.35625,7,8,7,BH62358
EX29,1971,9,134,11.17777778,NA,NA,NA,NA,0,0,7,BH62358
C7,1969,8,115,8.1875,NA,NA,NA,NA,8,8,4,BH62381
SW104,1971,9,123,12.69444444,11.91,11.3875,12.0125,10.925,0,NA,5,BH62387
C109,1968,9,111,11.92222222,NA,NA,NA,NA,0,0,3,BH62389
C109,1970,11,129,12.42727273,NA,NA,NA,NA,10,11,3,BH62392
SW57,1969,6,135,9.291666667,11.58571429,11.63125,16.19375,13.55625,0,6,4,BH62419
B142,1969,8,122,10.28125,NA,NA,NA,NA,6,8,5,BH62451
B33,1969,8,121,9.96875,NA,NA,NA,NA,0,0,6,BH62452
B62A,1969,8,115,8.1875,11.57666667,10.18125,11.84375,11.04375,7,7,6,BH62453
B162,1971,9,126,13.72222222,NA,NA,NA,NA,0,0,7,BH62453
B212,1969,8,125,11.2875,NA,NA,NA,NA,8,8,6,BH62455
O80,1970,7,130,12.28571429,NA,NA,NA,NA,0,0,6,BH62461
EX41D,1970,11,122,13.43636364,12.50357143,13.89375,17.24375,16.50625,11,11,5,BH62482
EX43A,1971,8,118,8.5625,12.5125,11.25625,12.79375,10.85,0,NA,7,BH62482
B222,1969,10,115,8.92,NA,NA,NA,NA,0,0,6,BH62500
MP69,1969,7,122,10.22142857,NA,NA,NA,NA,5,7,6,BH62501
MP69,1970,9,116,9.316666667,13.11428571,12.1875,13.89375,17.24375,0,9,4,BH62501
MP77,1970,9,126,13.09444444,NA,NA,NA,NA,0,0,5,BH62502
MP77,1971,9,121,11.08333333,NA,NA,NA,NA,0,0,3,BH62502
SW17,1969,8,131,12.15,11.08214286,10.79375,16.2625,13.43125,5,8,8,BH62506
SW71,1969,7,137,10.08571429,11.6,12.63125,15.725,13.68125,5,7,4,BH62507
SW90,1969,8,127,12.55,10.88928571,11.65,12.63125,15.725,0,NA,4,BH62508
MP79,1969,8,129,12.7625,10.62916667,11.65,12.63125,15.725,7,8,4,BH62509
B216,1971,8,123,12.3875,12.23636364,11.25625,12.79375,10.85,8,8,6,BH62514
MP49,1972,6,125,10.63333333,NA,NA,NA,NA,0,0,5,BH62515
MP46,1971,8,120,10.31875,12.45769231,11.425,12.59375,10.83125,4,NA,3,BH62516
MP51,1971,8,122,11.5375,12.27083333,11.25625,12.79375,10.85,8,8,6,BH62517
MP53,1972,7,121,10.29285714,NA,NA,NA,NA,0,7,5,BH62517
B26,1971,9,126,13.72222222,11.17307692,12,11.38125,11.00625,8,9,6,BH62518
B218,1972,9,110,7.177777778,9.8,8.85625,11.66875,10.76875,6,8,6,BH62518
B216,1973,7,120,8.892857143,10.80555556,14.30625,12.05625,14.625,5,5,7,BH62518
B217,1974,8,103,7.00625,NA,NA,NA,NA,5,8,6,BH62518
B15,1971,11,124,13.29090909,11.32272727,11.19375,12.475,10.8,6,11,6,BH62519
B201,1971,8,128,13.30625,10.90333333,12.8875,11.08125,11.43125,7,8,3,BH62520
MP4,1972,8,128,9.51875,10.67727273,11.3625,11.01875,11.675,8,8,3,BH62522
MP7,1973,9,121,9.166666667,11.10357143,14.40625,11.76875,14.6625,9,9,4,BH62522
MP1,1975,8,120,9.24375,9.8,10.3375,9.56875,14.88125,6,7,4,BH62522
MP9,1976,8,125,13.45625,11.82142857,14.28125,16.50625,15.31875,4,8,3,BH62522
B228,1970,8,137,12.1875,14.40909091,17.90625,16.2,16.21875,0,8,6,BH62549
B226,1972,8,118,9.6,9.646666667,11.4875,10.81875,11.28125,8,8,4,BH62549
B90,1973,7,122,9.092857143,NA,NA,NA,NA,6,7,2,BH62549
B38,1970,9,127,12.86666667,NA,NA,NA,NA,0,0,5,BH62550
B39,1971,9,123,12.69444444,NA,NA,NA,NA,0,0,8,BH62550
C4,1970,8,124,13.56875,NA,NA,NA,NA,8,8,6,BH62563
C154,1970,10,124,13.47,NA,NA,NA,NA,10,10,2,BH62591
EX29,1970,10,118,11.605,12.85384615,12.46875,14.66875,18.4125,9,9,5,BH62594
CP3,1970,11,122,13.43636364,12.24545455,12.99375,15.25625,18.71875,0,11,4,BH62595
EX67,1970,10,123,13.48,12.39615385,13.8375,16.46875,17.3125,10,10,6,BH62596
EX12A,1970,8,125,13.4375,NA,NA,NA,NA,0,NA,4,BH62597
EX13,1972,6,111,6.775,9.5875,8.89375,11.4875,10.81875,6,6,5,BH62597
W11,1970,11,123,13.42727273,NA,NA,NA,NA,0,0,9,BH62598
EX30,1970,9,132,12.75,12.89166667,15.88125,18.15625,16.3375,8,9,7,BH62599
EX31A,1971,8,123,12.3875,12.16333333,11.19375,12.475,10.8,6,8,7,BH62599
EX41A,1970,10,122,13.455,12.21923077,13.4375,15.88125,18.15625,9,10,7,BH62600
EX2,1971,7,117,7.321428571,12.275,11.48125,12,11.38125,2,5,4,BH62600
O65,1970,8,125,13.4375,12.53666667,14.175,17.90625,16.2,8,8,4,BH62611
B33,1970,11,128,12.55909091,NA,NA,NA,NA,0,0,4,BH62615
SW79,1972,9,120,10.15555556,9.971875,11.65,10.9,11.45625,9,9,3,BH62714
MP52,1970,8,125,13.4375,NA,NA,NA,NA,0,0,5,BH62730
MP49,1971,5,121,9.31,12.66785714,11.48125,12,11.38125,4,5,4,BH62730
MP56,1972,7,130,9.228571429,NA,NA,NA,NA,0,0,4,BH62730
MP58,1973,9,120,8.805555556,10.99,14.40625,11.76875,14.6625,8,9,4,BH62730
EX79,1970,10,125,13.345,12.40833333,13.89375,17.24375,16.50625,9,10,6,BH62737
EX41C,1971,8,116,7.03125,12.5,11.2125,11.19375,12.475,8,8,6,BH62737
EX80,1973,8,120,8.73125,NA,NA,NA,NA,0,0,5,BH62737
MP33,1970,10,124,13.47,NA,NA,NA,NA,0,0,3,BH62742
MP46,1970,9,126,13.09444444,12.40833333,13.89375,17.24375,16.50625,9,9,6,BH62755
MP42,1971,7,125,13.6,12.00416667,10.95,12.925,11.04375,6,7,4,BH62755
B27,1970,11,128,12.55909091,12.8125,14.75625,19.10625,15.74375,4,11,5,BH62766
B188,1972,9,120,10.15555556,9.664285714,11.75625,10.71875,11.3875,8,8,3,BH62766
B204,1970,9,128,12.61111111,12.58333333,14.66875,18.4125,15.80625,0,NA,5,BH62773
B226,1970,11,128,12.55909091,NA,NA,NA,NA,0,0,3,BH62799
B84,1971,9,122,11.86111111,12.1875,11.09375,12.8875,11.08125,9,9,6,BH62802
B214,1972,10,113,7.81,9.985714286,9.94375,11.65,10.9,10,10,4,BH62802
SW46,1970,8,126,13.1,12.325,13.8375,16.46875,17.3125,8,8,2,BH62804
O9,1971,7,122,11.37857143,12.28333333,10.95,12.925,11.04375,3,7,5,BH62827
EX45,1970,11,124,13.43181818,12.27272727,13.8375,16.46875,17.3125,11,11,6,BH62951
O3,1970,12,127,12.70833333,13.15,16.46875,17.3125,16.6375,11,12,3,BH62952
O20,1970,11,125,13.25909091,12.40416667,14.175,17.90625,16.2,11,11,4,BH62953
O16,1970,11,126,12.93636364,12.65714286,14.75625,19.10625,15.74375,9,11,6,BH62954
O60,1970,9,128,12.61111111,12.58333333,14.66875,18.4125,15.80625,9,9,2,BH62955
W25,1970,9,138,12.55555556,NA,NA,NA,NA,0,0,3,BH62956
W103A,1973,8,118,8.5125,10.225,14.325,12.13125,14.75625,4,5,2,BH62957
SW85,1973,8,128,9.36875,13.3,11.64375,14.91875,15.41875,0,NA,5,BH93057
B62A,1972,8,119,9.66875,9.484615385,11.2625,11.04375,11.1375,8,8,6,BH93061
B62A,1973,7,122,9.092857143,NA,NA,NA,NA,7,7,10,BH93061
EX14B,1972,9,105,8.1,8.733333333,9.68125,9.94375,11.65,1,9,5,BH93080
W94,1973,9,119,8.483333333,10.778125,14.40625,11.76875,14.6625,4,9,5,BH93080
W83,1974,8,115,7.3,10.62058824,12.16875,12.15,11.2375,7,8,5,BH93080
W76,1975,8,117,9.5625,9.671875,10.49375,9.2,15.9875,6,8,6,BH93080
CP27,1970,12,121,13.225,12.39615385,13.8375,16.46875,17.3125,12,12,3,BJ03863
C8,1969,10,127,12.255,NA,NA,NA,NA,6,10,3,BJ03885
MP13,1969,10,124,11.84,11.25333333,11.65,12.63125,15.725,9,10,2,BJ04018
MP8,1970,9,124,13.53333333,12.50357143,13.89375,17.24375,16.50625,4,9,3,BJ04018
MP11,1971,9,117,8.216666667,12.60666667,11.425,12.59375,10.83125,7,9,3,BJ04018
