Date,day,month,year,min,max
12/04/1980,12,4,1980,4.3,16.4
13/04/1980,13,4,1980,5.3,18.9
14/04/1980,14,4,1980,7,19.6
15/04/1980,15,4,1980,6.9,20.4
16/04/1980,16,4,1980,7.9,17.3
17/04/1980,17,4,1980,8,14.1
18/04/1980,18,4,1980,5.9,16.3
19/04/1980,19,4,1980,8.2,13.1
20/04/1980,20,4,1980,2.7,9
21/04/1980,21,4,1980,1.6,12
22/04/1980,22,4,1980,6.8,11.4
23/04/1980,23,4,1980,5.1,13.4
24/04/1980,24,4,1980,6.1,13.2
25/04/1980,25,4,1980,5.6,10
26/04/1980,26,4,1980,2,12
27/04/1980,27,4,1980,5.8,13.5
28/04/1980,28,4,1980,5.8,11.5
29/04/1980,29,4,1980,4.1,11.1
30/04/1980,30,4,1980,5.1,11.7
01/05/1980,1,5,1980,5.1,13.9
02/05/1980,2,5,1980,5.8,13.2
03/05/1980,3,5,1980,5.1,12.8
04/05/1980,4,5,1980,2.4,15.6
05/05/1980,5,5,1980,3.4,12
06/05/1980,6,5,1980,2.3,11.6
07/05/1980,7,5,1980,4.9,10.6
08/05/1980,8,5,1980,4.7,10.8
09/05/1980,9,5,1980,0.1,13.7
10/05/1980,10,5,1980,1.9,18.3
11/05/1980,11,5,1980,4.9,21
12/05/1980,12,5,1980,7.8,24.1
13/05/1980,13,5,1980,10.2,23.9
14/05/1980,14,5,1980,8.5,21.4
15/05/1980,15,5,1980,6.6,20.1
16/05/1980,16,5,1980,6.3,20.4
17/05/1980,17,5,1980,5,21.9
18/05/1980,18,5,1980,6.7,21.5
19/05/1980,19,5,1980,7.2,22.2
20/05/1980,20,5,1980,8.8,13.3
21/05/1980,21,5,1980,9,18.9
22/05/1980,22,5,1980,7.2,14.4
23/05/1980,23,5,1980,6.4,13.6
24/05/1980,24,5,1980,8.5,15.9
25/05/1980,25,5,1980,7.8,14.9
26/05/1980,26,5,1980,8.8,16.5
27/05/1980,27,5,1980,8,16.8
28/05/1980,28,5,1980,7.2,15.5
29/05/1980,29,5,1980,5.2,13.4
30/05/1980,30,5,1980,4.1,14.8
31/05/1980,31,5,1980,7,12.7
01/06/1980,1,6,1980,8.3,16.6
02/06/1980,2,6,1980,8.3,17.1
03/06/1980,3,6,1980,12.7,22.8
04/06/1980,4,6,1980,12.4,27.5
05/06/1980,5,6,1980,15.8,25.6
06/06/1980,6,6,1980,8,18.4
07/06/1980,7,6,1980,8,17.2
08/06/1980,8,6,1980,9,17
09/06/1980,9,6,1980,7.5,19.3
10/06/1980,10,6,1980,11.5,16.9
11/06/1980,11,6,1980,10.4,15.7
12/06/1980,12,6,1980,10.4,20.2
13/06/1980,13,6,1980,11.2,21.5
14/06/1980,14,6,1980,12.2,17.1
15/06/1980,15,6,1980,11.5,18.8
16/06/1980,16,6,1980,11.1,16.4
17/06/1980,17,6,1980,10,16.3
18/06/1980,18,6,1980,9.4,18.4
19/06/1980,19,6,1980,12,15.8
20/06/1980,20,6,1980,8.3,14.8
21/06/1980,21,6,1980,9.8,15.8
22/06/1980,22,6,1980,8,14.9
23/06/1980,23,6,1980,5.1,15.5
24/06/1980,24,6,1980,8.6,15
25/06/1980,25,6,1980,7.8,17.4
26/06/1980,26,6,1980,8.2,17.5
27/06/1980,27,6,1980,8.2,15.8
28/06/1980,28,6,1980,9.3,16.3
29/06/1980,29,6,1980,9.5,18
30/06/1980,30,6,1980,9.1,16
01/07/1980,1,7,1980,8.9,15.4
02/07/1980,2,7,1980,11,19.2
03/07/1980,3,7,1980,8.8,19.5
04/07/1980,4,7,1980,11.3,17.3
05/07/1980,5,7,1980,10,16.5
06/07/1980,6,7,1980,8.7,17.2
07/07/1980,7,7,1980,9.8,17.6
08/07/1980,8,7,1980,9.1,15.3
09/07/1980,9,7,1980,11.5,14.8
10/07/1980,10,7,1980,9.5,16
11/07/1980,11,7,1980,8.7,16.7
12/07/1980,12,7,1980,10.7,15.7
13/07/1980,13,7,1980,9.3,17.3
14/07/1980,14,7,1980,10.4,15.8
15/07/1980,15,7,1980,8.6,15.6
16/07/1980,16,7,1980,9.7,17.2
17/07/1980,17,7,1980,8.6,15.2
18/07/1980,18,7,1980,11.1,16.7
19/07/1980,19,7,1980,12.9,18.1
20/07/1980,20,7,1980,11.2,16.1
21/07/1980,21,7,1980,8.2,17.6
22/07/1980,22,7,1980,7.6,20.7
23/07/1980,23,7,1980,9,22
24/07/1980,24,7,1980,9.9,22.5
25/07/1980,25,7,1980,12,26.7
26/07/1980,26,7,1980,16.4,22.3
27/07/1980,27,7,1980,13,21.8
28/07/1980,28,7,1980,11.6,24.7
29/07/1980,29,7,1980,15,24.1
30/07/1980,30,7,1980,13.6,20.7
31/07/1980,31,7,1980,11.4,20.5
01/08/1980,1,8,1980,10.6,21.5
02/08/1980,2,8,1980,10.6,23.1
03/08/1980,3,8,1980,13.6,21.6
04/08/1980,4,8,1980,15.2,20.1
05/08/1980,5,8,1980,13.5,18.3
06/08/1980,6,8,1980,13.4,19
07/08/1980,7,8,1980,14.2,19.9
08/08/1980,8,8,1980,12.5,16.5
09/08/1980,9,8,1980,12,19.3
10/08/1980,10,8,1980,11.4,21.3
11/08/1980,11,8,1980,14.1,18.7
12/08/1980,12,8,1980,11.1,18.4
13/08/1980,13,8,1980,11.4,23.2
14/08/1980,14,8,1980,15.3,22.7
15/08/1980,15,8,1980,15.4,20.9
16/08/1980,16,8,1980,11.7,22.1
17/08/1980,17,8,1980,12.8,20.4
18/08/1980,18,8,1980,12.5,18.9
19/08/1980,19,8,1980,11.5,19.9
20/08/1980,20,8,1980,12.3,22.4
21/08/1980,21,8,1980,12.5,18.3
22/08/1980,22,8,1980,10.3,16.8
23/08/1980,23,8,1980,8.5,16.8
24/08/1980,24,8,1980,6.8,18.1
25/08/1980,25,8,1980,6.2,19.9
26/08/1980,26,8,1980,9.3,21.4
27/08/1980,27,8,1980,9,22.8
28/08/1980,28,8,1980,13.7,20.7
29/08/1980,29,8,1980,13.8,17.3
30/08/1980,30,8,1980,13,17.5
31/08/1980,31,8,1980,10.3,18.5
01/09/1980,1,9,1980,8.8,21.1
02/09/1980,2,9,1980,9.9,21.7
03/09/1980,3,9,1980,8.6,21.9
04/09/1980,4,9,1980,10.9,19.4
05/09/1980,5,9,1980,11.8,17.3
06/09/1980,6,9,1980,11.3,20.5
07/09/1980,7,9,1980,10.9,21.2
08/09/1980,8,9,1980,11.3,18.9
09/09/1980,9,9,1980,9.8,16.2
10/09/1980,10,9,1980,11.2,17.5
11/09/1980,11,9,1980,12.5,16.7
12/09/1980,12,9,1980,13.1,17.6
13/09/1980,13,9,1980,10.7,16.6
14/09/1980,14,9,1980,12.6,18.2
15/09/1980,15,9,1980,12.3,18.8
16/09/1980,16,9,1980,14.1,18.9
17/09/1980,17,9,1980,10.9,16.6
18/09/1980,18,9,1980,11.5,17.4
19/09/1980,19,9,1980,12,20.1
20/09/1980,20,9,1980,13.1,17.7
21/09/1980,21,9,1980,14.4,19.1
22/09/1980,22,9,1980,11,19
23/09/1980,23,9,1980,11.8,18.2
24/09/1980,24,9,1980,10,17.1
25/09/1980,25,9,1980,7.4,17.9
26/09/1980,26,9,1980,6.5,17.9
27/09/1980,27,9,1980,11.3,16.3
28/09/1980,28,9,1980,10.1,15
29/09/1980,29,9,1980,8.3,16
30/09/1980,30,9,1980,9.7,16.8
01/10/1980,1,10,1980,6.4,16.7
02/10/1980,2,10,1980,8,14.9
03/10/1980,3,10,1980,2.9,16.3
04/10/1980,4,10,1980,8.8,14.3
05/10/1980,5,10,1980,4.1,13.1
06/10/1980,6,10,1980,9.2,14.4
07/10/1980,7,10,1980,7.1,11
08/10/1980,8,10,1980,6.7,11.4
09/10/1980,9,10,1980,4.9,11.6
10/10/1980,10,10,1980,1.1,7.9
11/10/1980,11,10,1980,4.5,10.9
12/10/1980,12,10,1980,2.9,12.3
13/10/1980,13,10,1980,1.6,11.3
14/10/1980,14,10,1980,5.8,11.3
15/10/1980,15,10,1980,3.7,11.3
16/10/1980,16,10,1980,4.7,7.5
17/10/1980,17,10,1980,4.8,8.5
18/10/1980,18,10,1980,2.9,9.3
19/10/1980,19,10,1980,3,10.9
20/10/1980,20,10,1980,2.9,11
21/10/1980,21,10,1980,5.5,13.6
22/10/1980,22,10,1980,9.3,14
23/10/1980,23,10,1980,8.4,12.8
24/10/1980,24,10,1980,5.9,11.8
25/10/1980,25,10,1980,6.6,9.9
26/10/1980,26,10,1980,6.5,15.5
27/10/1980,27,10,1980,9.6,15.7
28/10/1980,28,10,1980,12.5,14.3
29/10/1980,29,10,1980,8.3,11.8
30/10/1980,30,10,1980,0.1,10.6
31/10/1980,31,10,1980,0.5,10.4
01/11/1980,1,11,1980,3.6,8.9
02/11/1980,2,11,1980,1,7.4
03/11/1980,3,11,1980,-1.8,5.5
04/11/1980,4,11,1980,0.3,5.7
05/11/1980,5,11,1980,2.2,5.7
06/11/1980,6,11,1980,2.4,6.7
07/11/1980,7,11,1980,2.1,4.6
08/11/1980,8,11,1980,1.9,5.6
09/11/1980,9,11,1980,2.1,6.6
10/11/1980,10,11,1980,0.8,6.9
11/11/1980,11,11,1980,2.5,7.8
12/11/1980,12,11,1980,0,7.5
13/11/1980,13,11,1980,1.5,9.3
14/11/1980,14,11,1980,5.6,11.8
15/11/1980,15,11,1980,7.4,13.5
16/11/1980,16,11,1980,10.8,13.6
17/11/1980,17,11,1980,10.3,12.9
18/11/1980,18,11,1980,6.2,9.6
19/11/1980,19,11,1980,4.1,13.7
20/11/1980,20,11,1980,8.8,13.1
21/11/1980,21,11,1980,9.6,13.2
22/11/1980,22,11,1980,10.6,13.7
23/11/1980,23,11,1980,11.4,13.6
24/11/1980,24,11,1980,11.2,13.8
25/11/1980,25,11,1980,5.1,9.4
26/11/1980,26,11,1980,0.5,6.9
27/11/1980,27,11,1980,-0.3,8.4
28/11/1980,28,11,1980,0.3,3.4
29/11/1980,29,11,1980,-0.7,3
30/11/1980,30,11,1980,-1.1,3.9
01/12/1980,1,12,1980,-4.5,7.5
02/12/1980,2,12,1980,-1.8,6.4
03/12/1980,3,12,1980,1.4,5.1
04/12/1980,4,12,1980,1.1,7.6
05/12/1980,5,12,1980,3.5,9
06/12/1980,6,12,1980,2.2,4.3
07/12/1980,7,12,1980,-0.9,3.1
08/12/1980,8,12,1980,-4.8,4.9
09/12/1980,9,12,1980,-2.7,8.3
10/12/1980,10,12,1980,3.7,11.3
11/12/1980,11,12,1980,7.6,11.5
12/12/1980,12,12,1980,4.9,12.1
13/12/1980,13,12,1980,8.5,11.4
14/12/1980,14,12,1980,6.8,11.9
15/12/1980,15,12,1980,2.6,6.2
16/12/1980,16,12,1980,1.9,9.9
17/12/1980,17,12,1980,2.2,10.6
18/12/1980,18,12,1980,2,5.6
19/12/1980,19,12,1980,-0.8,5.6
20/12/1980,20,12,1980,0.1,6
21/12/1980,21,12,1980,2,9.4
22/12/1980,22,12,1980,2.4,11.8
23/12/1980,23,12,1980,8.4,12.4
24/12/1980,24,12,1980,7.2,11.2
25/12/1980,25,12,1980,4.9,6.7
26/12/1980,26,12,1980,1.7,5.1
27/12/1980,27,12,1980,-0.1,4.9
28/12/1980,28,12,1980,-0.4,8.6
29/12/1980,29,12,1980,2.8,9.5
30/12/1980,30,12,1980,7.5,9.4
31/12/1980,31,12,1980,7.2,9.8
01/01/1981,1,1,1981,4,8.7
02/01/1981,2,1,1981,4.7,11.2
03/01/1981,3,1,1981,7.5,9.5
04/01/1981,4,1,1981,2.2,5.4
05/01/1981,5,1,1981,-1.5,6.8
06/01/1981,6,1,1981,-0.9,6.1
07/01/1981,7,1,1981,-1.5,7
08/01/1981,8,1,1981,-0.5,9.5
09/01/1981,9,1,1981,6,8.3
10/01/1981,10,1,1981,0.5,4.4
11/01/1981,11,1,1981,-1,5.6
12/01/1981,12,1,1981,-0.4,5.6
13/01/1981,13,1,1981,-2.2,8.1
14/01/1981,14,1,1981,-1.4,9.8
15/01/1981,15,1,1981,0.9,3.4
16/01/1981,16,1,1981,-1.2,7.1
17/01/1981,17,1,1981,0,6.5
18/01/1981,18,1,1981,0.2,7.5
19/01/1981,19,1,1981,2,7
20/01/1981,20,1,1981,2,6.9
21/01/1981,21,1,1981,1.4,11
22/01/1981,22,1,1981,6.2,10.4
23/01/1981,23,1,1981,6.6,10.1
24/01/1981,24,1,1981,6.9,9.6
25/01/1981,25,1,1981,3.7,8
26/01/1981,26,1,1981,4.9,9.2
27/01/1981,27,1,1981,5.3,7.8
28/01/1981,28,1,1981,5,7.3
29/01/1981,29,1,1981,4.3,6.2
30/01/1981,30,1,1981,1.6,5.4
31/01/1981,31,1,1981,-0.3,5.3
01/02/1981,1,2,1981,-1.1,10.2
02/02/1981,2,2,1981,-0.5,11.1
03/02/1981,3,2,1981,3.5,8.5
04/02/1981,4,2,1981,2.5,6.3
05/02/1981,5,2,1981,1.8,9.6
06/02/1981,6,2,1981,5.1,12.2
07/02/1981,7,2,1981,8.1,11.7
08/02/1981,8,2,1981,7.3,9.7
09/02/1981,9,2,1981,4.7,5.5
10/02/1981,10,2,1981,0.5,5.4
11/02/1981,11,2,1981,-3.4,5.4
12/02/1981,12,2,1981,-0.4,5.5
13/02/1981,13,2,1981,-1.7,5.1
14/02/1981,14,2,1981,-4.7,3.4
15/02/1981,15,2,1981,-4.8,5.2
16/02/1981,16,2,1981,-2.2,6.4
17/02/1981,17,2,1981,-1.2,6.6
18/02/1981,18,2,1981,-0.5,4
19/02/1981,19,2,1981,-0.6,3.2
20/02/1981,20,2,1981,-0.8,3.9
21/02/1981,21,2,1981,-2.4,3
22/02/1981,22,2,1981,-1.6,1.9
23/02/1981,23,2,1981,-1,2.7
24/02/1981,24,2,1981,-1.8,3.5
25/02/1981,25,2,1981,-3.5,3
26/02/1981,26,2,1981,-1.8,2.3
27/02/1981,27,2,1981,-1.1,5.8
28/02/1981,28,2,1981,0.6,8.2
01/03/1981,1,3,1981,2.4,8.9
02/03/1981,2,3,1981,3.4,8.6
03/03/1981,3,3,1981,3.5,4.8
04/03/1981,4,3,1981,0.8,3.6
05/03/1981,5,3,1981,0.4,7.7
06/03/1981,6,3,1981,2.1,12.4
07/03/1981,7,3,1981,6.8,12.6
08/03/1981,8,3,1981,9.8,12.2
09/03/1981,9,3,1981,8.7,11.7
10/03/1981,10,3,1981,9,12.9
11/03/1981,11,3,1981,10.1,11.7
12/03/1981,12,3,1981,7.5,13
13/03/1981,13,3,1981,5.1,11
14/03/1981,14,3,1981,4.4,9.4
15/03/1981,15,3,1981,4.6,8.4
16/03/1981,16,3,1981,2.3,7.8
17/03/1981,17,3,1981,0.9,7
18/03/1981,18,3,1981,1.9,9.9
19/03/1981,19,3,1981,5.4,9.8
20/03/1981,20,3,1981,6,12
21/03/1981,21,3,1981,7.2,11
22/03/1981,22,3,1981,3.9,7.3
23/03/1981,23,3,1981,1.3,12.7
24/03/1981,24,3,1981,6.4,13.1
25/03/1981,25,3,1981,9.8,14.2
26/03/1981,26,3,1981,6.6,12.6
27/03/1981,27,3,1981,4.2,13.3
28/03/1981,28,3,1981,9,15.8
29/03/1981,29,3,1981,6.3,13.3
30/03/1981,30,3,1981,5.8,10.5
31/03/1981,31,3,1981,3.5,8.2
01/04/1981,1,4,1981,4.8,11
02/04/1981,2,4,1981,4.9,12.1
03/04/1981,3,4,1981,4.9,10.6
04/04/1981,4,4,1981,3.4,8
05/04/1981,5,4,1981,4.5,8.7
06/04/1981,6,4,1981,3.3,10.4
07/04/1981,7,4,1981,3.6,10.6
08/04/1981,8,4,1981,4.9,14.5
09/04/1981,9,4,1981,7.7,17
10/04/1981,10,4,1981,5.6,20
11/04/1981,11,4,1981,11.5,17.7
12/04/1981,12,4,1981,8,14.2
13/04/1981,13,4,1981,6.2,12.5
14/04/1981,14,4,1981,4.8,15
15/04/1981,15,4,1981,3.3,16.6
16/04/1981,16,4,1981,3.1,15.5
17/04/1981,17,4,1981,2.8,12.7
18/04/1981,18,4,1981,0.4,12
19/04/1981,19,4,1981,3.1,9.2
20/04/1981,20,4,1981,1.6,10.8
21/04/1981,21,4,1981,1.1,10.7
22/04/1981,22,4,1981,3.3,8.7
23/04/1981,23,4,1981,-1,7.9
24/04/1981,24,4,1981,1.7,5.3
25/04/1981,25,4,1981,0,6.6
26/04/1981,26,4,1981,0.6,6.2
27/04/1981,27,4,1981,1.5,9.3
28/04/1981,28,4,1981,2.8,10
29/04/1981,29,4,1981,6.4,13
30/04/1981,30,4,1981,9.1,13.2
01/05/1981,1,5,1981,4.9,9.7
02/05/1981,2,5,1981,2.9,9.5
03/05/1981,3,5,1981,1.4,9.6
04/05/1981,4,5,1981,4.6,11
05/05/1981,5,5,1981,0.2,12.4
06/05/1981,6,5,1981,6.7,16.2
07/05/1981,7,5,1981,8.3,17.6
08/05/1981,8,5,1981,9.8,17
09/05/1981,9,5,1981,6.5,15.2
10/05/1981,10,5,1981,10.1,15
11/05/1981,11,5,1981,9.7,21.5
12/05/1981,12,5,1981,9,16.9
13/05/1981,13,5,1981,7.5,18.8
14/05/1981,14,5,1981,9.3,15.6
15/05/1981,15,5,1981,5.7,17.1
16/05/1981,16,5,1981,7.9,14.3
17/05/1981,17,5,1981,7.3,13.6
18/05/1981,18,5,1981,5.1,14.3
19/05/1981,19,5,1981,8.2,16.9
20/05/1981,20,5,1981,10.4,19.9
21/05/1981,21,5,1981,7.9,16.3
22/05/1981,22,5,1981,7,15.3
23/05/1981,23,5,1981,10.1,15.2
24/05/1981,24,5,1981,6.4,14.4
25/05/1981,25,5,1981,6.7,12.9
26/05/1981,26,5,1981,4.7,14.7
27/05/1981,27,5,1981,6.8,14.8
28/05/1981,28,5,1981,8.3,15.1
29/05/1981,29,5,1981,7.9,16.3
30/05/1981,30,5,1981,8.8,18.2
31/05/1981,31,5,1981,11.5,19.8
01/06/1981,1,6,1981,9,19.7
02/06/1981,2,6,1981,12.7,18.4
03/06/1981,3,6,1981,9.2,18.2
04/06/1981,4,6,1981,7.9,15.6
05/06/1981,5,6,1981,9.3,16.2
06/06/1981,6,6,1981,9.7,16.3
07/06/1981,7,6,1981,7.9,15.6
08/06/1981,8,6,1981,11.2,17.3
09/06/1981,9,6,1981,10.8,15.6
10/06/1981,10,6,1981,8.4,15.8
11/06/1981,11,6,1981,9.5,16.3
12/06/1981,12,6,1981,9.7,15.7
13/06/1981,13,6,1981,10.6,20.1
14/06/1981,14,6,1981,13.2,21.3
15/06/1981,15,6,1981,14.1,17.5
16/06/1981,16,6,1981,8.7,15.2
17/06/1981,17,6,1981,9.5,14.2
18/06/1981,18,6,1981,7.8,15.1
19/06/1981,19,6,1981,8.9,14.8
20/06/1981,20,6,1981,10.9,16.6
21/06/1981,21,6,1981,8.3,17.6
22/06/1981,22,6,1981,7.4,21.7
23/06/1981,23,6,1981,11.4,17.8
24/06/1981,24,6,1981,11.9,17.6
25/06/1981,25,6,1981,9.2,14.8
26/06/1981,26,6,1981,8.6,13
27/06/1981,27,6,1981,5.9,14.7
28/06/1981,28,6,1981,5.6,14.6
29/06/1981,29,6,1981,5.8,17.5
30/06/1981,30,6,1981,10.3,18.3
01/07/1981,1,7,1981,11,18.5
02/07/1981,2,7,1981,8.9,17.8
03/07/1981,3,7,1981,8.8,17.3
04/07/1981,4,7,1981,9.4,19.6
05/07/1981,5,7,1981,12.5,18.9
06/07/1981,6,7,1981,11.9,18.5
07/07/1981,7,7,1981,12.2,22.4
08/07/1981,8,7,1981,10.9,23.1
09/07/1981,9,7,1981,14.4,22.4
10/07/1981,10,7,1981,13.5,21.2
11/07/1981,11,7,1981,11.9,19.1
12/07/1981,12,7,1981,12.7,18.1
13/07/1981,13,7,1981,11.9,19.6
14/07/1981,14,7,1981,12.3,18.7
15/07/1981,15,7,1981,13,20.3
16/07/1981,16,7,1981,12.1,18
17/07/1981,17,7,1981,9.4,16.6
18/07/1981,18,7,1981,9,19
19/07/1981,19,7,1981,9.4,20.2
20/07/1981,20,7,1981,13.5,20.8
21/07/1981,21,7,1981,14.1,20.9
22/07/1981,22,7,1981,11.9,16.9
23/07/1981,23,7,1981,10.6,15.7
24/07/1981,24,7,1981,10.5,14.8
25/07/1981,25,7,1981,9.2,17.4
26/07/1981,26,7,1981,11.3,20.8
27/07/1981,27,7,1981,12.2,22.6
28/07/1981,28,7,1981,13.3,23.9
29/07/1981,29,7,1981,13.7,20.2
30/07/1981,30,7,1981,8.4,22.1
31/07/1981,31,7,1981,10.3,17.9
01/08/1981,1,8,1981,11.5,19.4
02/08/1981,2,8,1981,7.4,21.9
03/08/1981,3,8,1981,8.1,24.1
04/08/1981,4,8,1981,13,24.6
05/08/1981,5,8,1981,14.6,25.6
06/08/1981,6,8,1981,14.7,17.2
07/08/1981,7,8,1981,13.1,15
08/08/1981,8,8,1981,12.9,16.1
09/08/1981,9,8,1981,12.7,17
10/08/1981,10,8,1981,10.3,20
11/08/1981,11,8,1981,9.3,22.7
12/08/1981,12,8,1981,11.2,24.1
13/08/1981,13,8,1981,11.5,22.2
14/08/1981,14,8,1981,13.4,22.8
15/08/1981,15,8,1981,13.4,21.9
16/08/1981,16,8,1981,10.7,19.1
17/08/1981,17,8,1981,7.4,21.5
18/08/1981,18,8,1981,12.1,20.2
19/08/1981,19,8,1981,13,17.5
20/08/1981,20,8,1981,13,18.1
21/08/1981,21,8,1981,9.7,17.9
22/08/1981,22,8,1981,12.1,19
23/08/1981,23,8,1981,10.3,20
24/08/1981,24,8,1981,11.4,21.8
25/08/1981,25,8,1981,10.6,23
26/08/1981,26,8,1981,12.9,23.8
27/08/1981,27,8,1981,9.2,25.3
28/08/1981,28,8,1981,11.4,23.4
29/08/1981,29,8,1981,13.8,22.4
30/08/1981,30,8,1981,13,22.4
31/08/1981,31,8,1981,11.1,20.2
01/09/1981,1,9,1981,11.2,17.9
02/09/1981,2,9,1981,9.2,20.5
03/09/1981,3,9,1981,8.6,21.3
04/09/1981,4,9,1981,8.5,22.5
05/09/1981,5,9,1981,8.6,23.1
06/09/1981,6,9,1981,8.8,23.5
07/09/1981,7,9,1981,11.3,21.1
08/09/1981,8,9,1981,13.7,21.2
09/09/1981,9,9,1981,9.6,22.6
10/09/1981,10,9,1981,12.3,22.9
11/09/1981,11,9,1981,11.5,19.3
12/09/1981,12,9,1981,9.6,17.8
13/09/1981,13,9,1981,8,16.6
14/09/1981,14,9,1981,6.6,17.7
15/09/1981,15,9,1981,12.8,19
16/09/1981,16,9,1981,13,17.8
17/09/1981,17,9,1981,13.7,20
18/09/1981,18,9,1981,13.1,17.5
19/09/1981,19,9,1981,9.8,17
20/09/1981,20,9,1981,10.7,16.1
21/09/1981,21,9,1981,9.3,17.7
22/09/1981,22,9,1981,9.8,17.2
23/09/1981,23,9,1981,7.8,16.7
24/09/1981,24,9,1981,11.4,17.1
25/09/1981,25,9,1981,8.6,16.1
26/09/1981,26,9,1981,10.1,14.2
27/09/1981,27,9,1981,8.4,15.1
28/09/1981,28,9,1981,8.3,16.1
29/09/1981,29,9,1981,6.3,16.1
30/09/1981,30,9,1981,10.9,19.1
01/10/1981,1,10,1981,14.4,17.3
02/10/1981,2,10,1981,11.4,12.7
03/10/1981,3,10,1981,3.2,11.7
04/10/1981,4,10,1981,5.1,14.9
05/10/1981,5,10,1981,7.4,14.3
06/10/1981,6,10,1981,7.6,13.9
07/10/1981,7,10,1981,6.8,13.8
08/10/1981,8,10,1981,6.7,15.8
09/10/1981,9,10,1981,11.9,13.9
10/10/1981,10,10,1981,7.3,10.3
11/10/1981,11,10,1981,5.6,11
12/10/1981,12,10,1981,5.1,10.1
13/10/1981,13,10,1981,4.1,10.3
14/10/1981,14,10,1981,2.3,10.3
15/10/1981,15,10,1981,3.2,8.7
16/10/1981,16,10,1981,-1.1,10.7
17/10/1981,17,10,1981,0.1,8.4
18/10/1981,18,10,1981,2.8,12.2
19/10/1981,19,10,1981,4.2,13.8
20/10/1981,20,10,1981,5.6,10
21/10/1981,21,10,1981,3.6,10.2
22/10/1981,22,10,1981,4,9.8
23/10/1981,23,10,1981,0.7,9.9
24/10/1981,24,10,1981,3.5,11.1
25/10/1981,25,10,1981,3.9,7.3
26/10/1981,26,10,1981,0.9,9.1
27/10/1981,27,10,1981,3.9,11
28/10/1981,28,10,1981,3.5,10.9
29/10/1981,29,10,1981,5.4,10.2
30/10/1981,30,10,1981,4.5,13.5
31/10/1981,31,10,1981,6.4,13.1
01/11/1981,1,11,1981,7.6,15.5
02/11/1981,2,11,1981,11.7,14.2
03/11/1981,3,11,1981,10.9,13.5
04/11/1981,4,11,1981,7.6,11.6
05/11/1981,5,11,1981,0,9.9
06/11/1981,6,11,1981,-0.3,8.3
07/11/1981,7,11,1981,0.9,7.7
08/11/1981,8,11,1981,2.8,8
09/11/1981,9,11,1981,2.4,7.9
10/11/1981,10,11,1981,2.7,9.3
11/11/1981,11,11,1981,5.8,10.6
12/11/1981,12,11,1981,7.9,10.6
13/11/1981,13,11,1981,4.4,9.8
14/11/1981,14,11,1981,5.5,9.1
15/11/1981,15,11,1981,5.2,8.6
16/11/1981,16,11,1981,4.7,8.8
17/11/1981,17,11,1981,2.9,10.9
18/11/1981,18,11,1981,5.6,11
19/11/1981,19,11,1981,1.7,13.4
20/11/1981,20,11,1981,5,14.2
21/11/1981,21,11,1981,4.9,12.8
22/11/1981,22,11,1981,7.9,13.7
23/11/1981,23,11,1981,10.5,13
24/11/1981,24,11,1981,2.5,6
25/11/1981,25,11,1981,1.6,7.5
26/11/1981,26,11,1981,2.2,12.3
27/11/1981,27,11,1981,6.9,9
28/11/1981,28,11,1981,2.6,7.3
29/11/1981,29,11,1981,2.2,9.7
30/11/1981,30,11,1981,3.2,11.4
01/12/1981,1,12,1981,-0.1,5.8
02/12/1981,2,12,1981,-1,8.5
03/12/1981,3,12,1981,2.8,10.1
04/12/1981,4,12,1981,6.1,8.8
05/12/1981,5,12,1981,3.3,6.7
06/12/1981,6,12,1981,3.3,6.9
07/12/1981,7,12,1981,2.3,6.2
08/12/1981,8,12,1981,-2,0.9
09/12/1981,9,12,1981,-4,0.6
10/12/1981,10,12,1981,-7,-1.5
11/12/1981,11,12,1981,-5.3,-0.7
12/12/1981,12,12,1981,-13.5,-4
13/12/1981,13,12,1981,-16.1,2.8
14/12/1981,14,12,1981,-7.3,4.9
15/12/1981,15,12,1981,-0.5,1.7
16/12/1981,16,12,1981,-4.6,-0.2
17/12/1981,17,12,1981,-5.1,-0.7
18/12/1981,18,12,1981,-7.5,0.6
19/12/1981,19,12,1981,-9,2.7
20/12/1981,20,12,1981,-7.1,2.6
21/12/1981,21,12,1981,-0.1,0.9
22/12/1981,22,12,1981,-1.2,0.2
23/12/1981,23,12,1981,-6.1,0.1
24/12/1981,24,12,1981,-5.5,1.8
25/12/1981,25,12,1981,-4.3,2.6
26/12/1981,26,12,1981,-5.2,2.7
27/12/1981,27,12,1981,-0.6,1.6
28/12/1981,28,12,1981,-0.5,2.6
29/12/1981,29,12,1981,1.2,7
30/12/1981,30,12,1981,1.3,8.1
31/12/1981,31,12,1981,1.3,6.4
01/01/1982,1,1,1982,-0.7,5.7
02/01/1982,2,1,1982,0.2,11.9
03/01/1982,3,1,1982,5.4,10.7
04/01/1982,4,1,1982,8.5,11
05/01/1982,5,1,1982,7.3,9.5
06/01/1982,6,1,1982,-1.4,1.4
07/01/1982,7,1,1982,-4.9,-0.2
08/01/1982,8,1,1982,-4.6,-2
09/01/1982,9,1,1982,-4.2,-2.4
10/01/1982,10,1,1982,-8,-2.2
11/01/1982,11,1,1982,-7.8,0.1
12/01/1982,12,1,1982,-6.7,-0.6
13/01/1982,13,1,1982,-9.3,-2.7
14/01/1982,14,1,1982,-12.8,-2.3
