box,year,Mother,average_temperature_per1,average_temperature_per2,average_temperature_per3,average_temperature_per4,average_temperature_laying,Hf2_r,peak_food,mismatch
SW2,2012,L808419,9.036842105,11.16875,17.0875,12.3,8.29,151,147,4
SW22,2011,L808480,11.65,13.775,11.49375,11.9375,12.88,129,134,-5
SW22,2012,L808480,8.802083333,9.04375,15.53125,14.0375,6.52,151,143,8
SW23,2013,L808480,10.18076923,10.325,11.5125,12.8125,11.06428571,161,149,12
B179,2011,L808500,12.11785714,12.925,12.15,12.2625,13.245,129,137,-8
B181,2012,L808500,9.197058824,9.00625,14.6375,14.9875,7.833333333,151,142,9
B181,2013,L808500,9.661764706,11.5125,12.8125,14.24375,11.85,161,157,4
C126,2012,L808544,8.028947368,8.65,9.31875,13.7,7.507142857,151,133,18
C122,2013,L808544,10.52,9.78125,12.175,13.15625,11.56666667,161,151,10
C122,2012,L808549,8.57,9.55,12.54375,16.7375,6.671428571,151,140,11
C134,2013,L808549,10.86071429,12.48125,12.9,14.75625,9.2625,161,162,-1
C24B,2012,L808594,7.276470588,9.25,9.2875,9.04375,6.905555556,151,127,24
C137,2013,L808594,10.28125,10.39375,10.68125,12.48125,8.207142857,161,146,15
C102,2014,L808594,10.58214286,10.74375,11.5875,14.54375,9.21,145,130,15
EX47,2012,L808660,9.01,9.04375,15.53125,14.0375,6.940909091,151,143,8
MP51,2012,L808668,6.969230769,8.08125,8.575,10.16875,6.566666667,151,122,29
MP59,2011,L808679,11.63333333,13.68125,11.875,12.16875,13.375,129,136,-7
MP59,2012,L808679,7.369444444,8.6125,9.8,9.5,7.085714286,151,129,22
MP52,2013,L808679,10.05833333,10.39375,10.68125,12.48125,9.35,161,146,15
MP56,2014,L808679,9.889285714,10.61875,11.81875,14.09375,9.966666667,145,127,18
MP6,2011,L808688,11.94230769,13.775,11.49375,11.9375,12.88125,129,134,-5
B92,2011,L808691,12.07142857,13.68125,11.875,12.16875,13.21666667,129,136,-7
B117,2011,L808693,12.58571429,11.7125,12,12.61875,13.5,129,140,-11
B118,2012,L808693,8.2,10.16875,10.10625,17.325,6.375,151,138,13
W85,2011,L808736,12.15714286,13.4875,11.55625,13.93125,13.57,129,160,-31
W64A,2012,L808736,8.38,8.65,9.55,12.54375,6.8,151,132,19
W81,2013,L808736,10.55,10.125,11.85625,13.00625,10,161,150,11
W92,2014,L808736,10.28888889,11.6875,13.53125,12.81875,9.431818182,145,134,11
W62,2011,L808756,11.43333333,14.06875,11.60625,11.9625,12.93636364,129,135,-6
EX35A,2011,L808757,12.79,12.875,11.7125,12,10.25625,129,132,-3
EX34,2012,L808757,8.5,8.93125,9.00625,14.6375,6.375,151,134,17
EX37,2013,L808757,10.15952381,11.5125,12.8125,14.24375,11.56666667,161,157,4
B42,2011,L808862,11.65,13.775,11.49375,11.9375,13.21666667,129,134,-5
B171,2012,L808862,8.261111111,10.16875,10.10625,17.325,6.691666667,151,138,13
B71,2013,L808862,10.1475,12.6625,12.86875,14.8125,11.47222222,161,161,0
B71,2014,L808862,10.325,11.15625,12.80625,13.3125,8.95625,145,133,12
B208,2011,L808865,12.29666667,13.68125,11.875,12.16875,12.025,129,136,-7
B208,2012,L808865,8.783928571,12.54375,16.7375,12.0125,6.64375,151,148,3
SW80A,2011,L808879,12.50769231,11.74375,12.2375,12.09375,13.5,129,139,-10
SW80A,2012,L808879,8.852083333,9.19375,16.625,13.05625,6.671428571,151,144,7
CP8,2011,L809071,12.67142857,11.60625,11.9625,13.74375,12.35,129,143,-14
O115,2011,L809077,11.77692308,14.06875,11.60625,11.9625,12.88,129,135,-6
SW122,2012,L809077,9.04,12.54375,16.7375,12.0125,8.228571429,151,148,3
EX53,2011,L809091,11.43333333,14.06875,11.60625,11.9625,12.93636364,129,135,-6
O64,2012,L809317,8.440909091,12.54375,16.7375,12.0125,6.558333333,151,148,3
C41,2011,L809321,13.05769231,12.84375,11.74375,12.2375,10.6,129,131,-2
C48,2012,L809321,9,12.54375,16.7375,12.0125,7.89,151,148,3
C15,2011,L809323,12.2,13.25,11.75,11.78125,12.025,129,133,-4
C111,2012,L809323,7.533333333,8.575,10.16875,10.10625,7.1125,151,130,21
C108,2014,L809323,9.67,10.73125,11.6875,13.53125,10.28,145,126,19
C12,2015,L809323,9.373333333,9.43125,11.16875,9.95625,10.24285714,147,128,19
C9A,2011,L809325,12.92692308,12.55,12.1,12.425,10.43333333,129,130,-1
SW124,2011,L809341,12.19642857,13.775,11.49375,11.9375,11.64444444,129,134,-5
SW124,2012,L809341,9.191666667,9.19375,16.625,13.05625,7.883333333,151,144,7
C20,2011,L809350,12.496875,13.68125,11.875,12.16875,11.30454545,129,136,-7
C24,2011,L809356,12.11785714,12.925,12.15,12.2625,14.09285714,129,137,-8
O59,2011,L809360,11.77692308,13.68125,11.875,12.16875,13.7125,129,136,-7
SW119,2011,L809365,12.42916667,12.1,12.425,12.05,13.47777778,129,138,-9
O66,2011,L809411,12.62083333,11.74375,12.2375,12.09375,13,129,139,-10
O66,2012,L809411,9.01,9.04375,15.53125,14.0375,7.038888889,151,143,8
O66,2013,L809411,9.66,11.35625,12.71875,13.6,11.47222222,161,156,5
O66,2015,L809411,10.78611111,11.59375,12.06875,12.4,9.011111111,147,152,-5
O66,2016,L809411,12.51785714,12.33125,14.425,16.25625,13.8,147,154,-7
O66,2017,L809411,10.83666667,12.9125,16.75625,14.8125,7.833333333,140,143,-3
O78A,2018,L809411,12.353125,16.8125,15.38125,14.9375,13.26875,146,155,-9
O10,2011,L809426,12.88214286,12.875,11.7125,12,10.55,129,132,-3
O10,2012,L809426,7.436842105,9.25,9.2875,9.04375,6.558333333,151,127,24
O11,2013,L809426,9.715625,10.68125,12.48125,12.9,11.5625,161,154,7
O11,2014,L809426,10.8025,11.5875,14.54375,12.4375,8.85,145,138,7
O7,2012,L809427,8.433333333,9.35,9.19375,16.625,6.71875,151,136,15
O8,2013,L809427,10.28333333,9.55625,12.5375,13.06875,11.9,161,152,9
B112,2013,L809433,9.589285714,11.15625,12.64375,13.13125,11.4,161,155,6
B14,2014,L809433,10.95555556,11.4,14.66875,12.25625,8.66875,145,137,8
B112,2015,L809433,9.863888889,9.9,11.7,11.90625,9.835714286,147,143,4
B226,2011,L809439,12.28846154,12.15,12.2625,13.325,11.09375,129,145,-16
B189,2012,L809439,8.261111111,10.16875,10.10625,17.325,6.671428571,151,138,13
MP70,2011,L809606,12.615625,12.55,12.1,12.425,9.65,129,130,-1
MP71,2012,L809606,7.852777778,8.65,9.55,12.54375,7.5625,151,132,19
MP70,2013,L809606,10.55,10.125,11.85625,13.00625,11.08,161,150,11
MP65,2014,L809606,9.634615385,11.075,11.15625,12.80625,10.03888889,145,125,20
MP65,2015,L809606,8.825,11.15625,10.9625,11.1875,9.7875,147,133,14
MP43,2011,L809615,12.92692308,12.55,12.1,12.425,10.43333333,129,130,-1
MP31,2011,L809630,12.19642857,13.775,11.49375,11.9375,11.64444444,129,134,-5
MP35,2012,L809630,8.292105263,9.35,9.19375,16.625,6.59375,151,136,15
MP46,2011,L809631,12.28,13.775,11.49375,11.9375,10.87222222,129,134,-5
B227,2011,L809644,11.94230769,13.775,11.49375,11.9375,12.88125,129,134,-5
B93,2011,L809646,11.43333333,14.06875,11.60625,11.9625,13.7125,129,135,-6
B119,2012,L809646,9.26875,9.00625,14.6375,14.9875,8.021428571,151,142,9
B92,2013,L809646,10.29,12.5375,13.06875,14.65,9.135714286,161,160,1
MP89,2014,L809646,10.57,10.8,12.2875,13.90625,8.95625,145,132,13
MP90,2015,L809646,9.690625,10.9625,11.1875,11.10625,9.50625,147,141,6
SW89,2011,L809654,12.11785714,12.925,12.15,12.2625,13.43888889,129,137,-8
SW89,2012,L809654,8.968965517,14.6375,14.9875,12.11875,6.688888889,151,150,1
P13,2011,L809660,11.52727273,13.68125,11.875,12.16875,13.27,129,136,-7
P12,2012,L809660,8.877272727,9.00625,14.6375,14.9875,6.691666667,151,142,9
EX43E,1999,N092600,12.34615385,13.0875,13.89375,11.78125,12.55555556,144,148,-4
P15,2005,N199005,11.57,8.20625,10.55625,14.2125,8.022222222,146,138,8
O76,2004,N199006,11.125,13.70625,11.99375,14.6875,11.10555556,145,145,0
SW28,2004,N199010,10.64117647,13.85,11.49375,14.39375,10.97222222,145,144,1
O37,2004,N199011,11.01333333,13.70625,11.99375,14.6875,11.10625,145,145,0
O78A,2004,N199012,11.31333333,13.24375,12.50625,15.34375,11.04,145,146,-1
O81,2005,N199012,10.72647059,10.1125,13.74375,13.1,8.983333333,146,143,3
O67,2004,N199014,12.91785714,11.71875,13.8125,17.29375,9.705,145,151,-6
O67,2005,N199014,9.22,10.86875,14.13125,13.50625,12.8875,146,147,-1
O21,2005,N199016,10.60555556,10.31875,13.975,13.1125,9.85,146,145,1
O21,2006,N199016,13.63076923,12.06875,11.18125,14.44375,11.13,149,146,3
O13,2006,N199048,13.38928571,11.36875,11.50625,16.2625,11.355,149,148,1
O13,2007,N199048,12.17307692,11.53125,12.8,11.5,12.04,134,138,-4
O11,2008,N199048,14.66923077,11.63125,12.25625,14.29375,10.68,143,143,0
EX60,2006,N199070,13.17142857,11.49375,11.85,18.09375,12.27777778,149,151,-2
EX65,2007,N199072,12.63461538,11.71875,12.14375,12.63125,11.35,134,134,0
EX65,2008,N199072,13.52058824,12.85,14.3875,13.925,11.56666667,143,152,-9
EX43A,2007,N199087,12.56428571,11.83125,12.2875,11.70625,11.73125,134,137,-3
MP73,2004,N199103,10.70625,11.4,13.70625,11.99375,9.1,145,137,8
MP67,2004,N199104,10.59333333,12.45625,12.8,12.8625,9.70625,145,139,6
MP51,2004,N199105,10.68214286,11.4,13.70625,11.99375,9.216666667,145,137,8
MP49,2006,N199105,12.80625,12.5875,11.075,13.4,10.15714286,149,145,4
MP7,2004,N199106,10.425,12.45625,12.8,12.8625,10.15,145,139,6
MP34,2004,N199107,10.425,12.45625,12.8,12.8625,10.045,145,139,6
MP59,2004,N199108,10.55666667,12.9625,12.4875,13.01875,10.24375,145,140,5
MP70,2004,N199109,10.45,13.19375,12.00625,13.35,11.69375,145,142,3
MP70,2005,N199109,10.878125,8.64375,12.875,13.875,9.55,146,141,5
MP71,2006,N199109,13.525,12.7,11.49375,11.85,10.02222222,149,143,6
MP71,2008,N199109,11.76785714,16.475,10.33125,13.3125,8.614285714,143,137,6
MP60,2004,N199111,10.51666667,13.54375,11.71875,13.8125,10.87,145,143,2
MP32,2004,N199114,13.25833333,11.49375,14.39375,17.18125,10.4,145,152,-7
B213,2004,N199222,10.68461538,11.4,13.70625,11.99375,9.75,145,137,8
B70,2004,N199231,10.55666667,12.9625,12.4875,13.01875,11.05833333,145,140,5
B165,2004,N199233,10.58666667,13.23125,12.26875,13.15625,10.57222222,145,141,4
B67,2005,N199233,10.878125,8.64375,12.875,13.875,8.988888889,146,141,5
B53,2004,N199278,11.31333333,13.24375,12.50625,15.34375,11.1625,145,146,-1
B141,2005,N199294,10.72333333,10.1125,13.74375,13.1,10.1875,146,143,3
B81,2005,N199295,10.72333333,10.1125,13.74375,13.1,10.76,146,143,3
B207,2006,N199295,12.75,13.05,11.41875,11.66875,10.43571429,149,142,7
B181,2007,N199295,12.69285714,11.7,12.08125,12.95625,11.59166667,134,133,1
P6,2005,N199299,10.25,9.3375,13.65,13.2125,7.3625,146,142,4
MP89,2006,N199312,13.525,12.7,11.49375,11.85,10.02222222,149,143,6
MP15,2007,N199312,12.2625,11.99375,12.05,12,12.06111111,134,136,-2
MP17,2008,N199312,13.215625,13.96875,11.4625,13.8625,9.072222222,143,141,2
MP3,2006,N199318,12.80625,12.5875,11.075,13.4,10.22222222,149,145,4
SW87,2006,N199319,13.31153846,11.64375,11.325,15.38125,11.50555556,149,147,2
B168,2007,N199319,11.96538462,12.08125,12.95625,12.2125,13.15625,134,141,-7
B211,2006,N199324,13.33928571,12.5875,11.075,13.4,10.1,149,145,4
B27,2006,N199325,11.77916667,11.85,18.09375,15.6125,13.26875,149,159,-10
MP18,2006,N199329,13.33928571,12.5875,11.075,13.4,10.05625,149,145,4
MP18,2007,N199329,12.15,11.83125,12.2875,11.70625,12.6,134,137,-3
MP12,2006,N199331,12.09615385,11.18125,14.44375,17.46875,14.05,149,154,-5
MP11,2007,N199331,12.15,11.83125,12.2875,11.70625,12.91428571,134,137,-3
MP10,2008,N199331,14.69,10.85625,13.6,14.0375,9.35,143,147,-4
MP1,2009,N199331,10.80714286,10.7625,11.48125,14.19375,10.6375,140,137,3
MP6,2010,N199331,8.107142857,10.55,14.36875,13.75625,11.64375,148,143,5
B60,2006,N199333,12.75,13.05,11.41875,11.66875,10.43571429,149,142,7
B59,2007,N199333,12.56428571,12.05,11.99375,12.3,11.775,134,135,-1
B77,2006,N199336,12.97692308,13.05,11.41875,11.66875,10.22222222,149,142,7
B225,2007,N199363,12.12857143,11.375,13.49375,11.2125,12.6,134,139,-5
MP65,2006,N199380,12.80625,12.5875,11.075,13.4,10.225,149,145,4
MP9,2006,N199381,13.61428571,12.06875,11.18125,14.44375,10.1,149,146,3
MP36,2006,N199383,13.59333333,11.64375,11.325,15.38125,10.1,149,147,2
MP35,2007,N199383,12.34615385,11.83125,12.2875,11.70625,12.225,134,137,-3
MP32,2008,N199383,13.72666667,12.99375,11.73125,14.0875,11.48571429,143,142,1
MP14,2006,N199384,13.31153846,11.64375,11.325,15.38125,11.525,149,147,2
MP26,2006,N199385,13.38928571,11.36875,11.50625,16.2625,11.355,149,148,1
MP70,2006,N199387,13.11764706,11.64375,11.325,15.38125,9.316666667,149,147,2
MP70,2007,N199387,12.60357143,11.71875,12.14375,12.63125,11.67857143,134,134,0
MP43,2006,N199388,13.18666667,11.41875,11.66875,17.85,11.775,149,150,-1
W80,2006,N199389,13.27857143,11.28125,11.5875,17.04375,11.56666667,149,149,0
W83,2006,N199390,13.328125,11.64375,11.325,15.38125,10.02222222,149,147,2
C101,2006,N199406,13.66,11.36875,11.50625,16.2625,11.35833333,149,148,1
C57,2006,N199418,13.33928571,12.5875,11.075,13.4,9.792857143,149,145,4
C54,2007,N199418,12.57307692,12.05,11.99375,12.3,11.55,134,135,-1
C104,2006,N199421,13.61428571,12.06875,11.18125,14.44375,10.24375,149,146,3
O109,2006,N199425,11.08461538,15.38125,17.55625,15.0375,12.52222222,149,163,-14
SW31,2006,N199430,13.64615385,12.5875,11.075,13.4,10.36,149,145,4
SW31,2007,N199430,12.11,11.7,13.55625,11.375,12.6,134,140,-6
SW31,2008,N199430,13.06071429,12.85,14.3875,13.925,12.94,143,152,-9
SW31,2009,N199430,10.51666667,10.96875,12.75,15.35,10.415,140,141,-1
EX62B,2006,N199433,13.23461538,12.7,11.49375,11.85,10.175,149,143,6
EX62B,2007,N199433,12.57307692,12.05,11.99375,12.3,11.90555556,134,135,-1
EX62B,2008,N199433,15.13846154,10.85625,13.6,14.0375,11.0875,143,147,-4
EX62D,2009,N199433,11.01071429,11.5875,13.75,13.78125,10.76666667,140,144,-4
SW26,2006,N199438,13.66,11.36875,11.50625,16.2625,11.175,149,148,1
SW54,2006,N199440,13.59333333,11.64375,11.325,15.38125,10.42777778,149,147,2
SW55,2007,N199440,12.55666667,11.53125,12.8,11.5,11.73125,134,138,-4
C137,2006,N199441,13.60714286,11.64375,11.325,15.38125,11.175,149,147,2
C36,2008,N199441,11.19166667,16.475,10.33125,13.3125,6.19375,143,137,6
C23,2006,N199443,13.246875,11.41875,11.66875,17.85,11.525,149,150,-1
C25,2007,N199443,12.58125,11.83125,12.2875,11.70625,11.935,134,137,-3
C117,2007,N199445,12.57307692,12.05,11.99375,12.3,11.90555556,134,135,-1
P5,2006,N199447,13.31153846,11.64375,11.325,15.38125,11.355,149,147,2
SW28,2006,N199453,12.88928571,12.7,11.49375,11.85,10.18125,149,143,6
SW107,2006,N199463,13.328125,11.64375,11.325,15.38125,10.02222222,149,147,2
O29,2008,N199463,14.109375,10.33125,13.3125,14.175,11.03125,143,145,-2
SW67,2006,N199464,13.27857143,11.28125,11.5875,17.04375,11.56666667,149,149,0
P19,2007,N199464,11.85,11.99375,12.3,13.81875,13.2,134,143,-9
O80,2006,N199468,12.44615385,11.075,13.4,17.74375,14.05555556,149,153,-4
SW109A,2006,N199469,11.825,11.325,15.38125,17.55625,13.75454545,149,155,-6
O45,2006,N199470,13.06,11.41875,12.35625,18.025,12.03,149,152,-3
O44,2007,N199470,12.12857143,11.375,13.49375,11.2125,12.425,134,139,-5
O95,2006,N199471,12.10384615,11.66875,17.85,15.8875,13.23636364,149,158,-9
O94,2007,N199471,12.025,11.7,13.55625,11.375,13.05,134,140,-6
O85,2006,N199472,12.11923077,11.5875,17.04375,16.575,13.24,149,157,-8
O85,2007,N199472,12.11153846,11.7,13.55625,11.375,12.87777778,134,140,-6
O85,2008,N199472,13.85769231,11.73125,14.0875,14.525,12.50555556,143,150,-7
SW114,2006,N199473,11.89615385,11.85,18.09375,15.6125,13.43333333,149,159,-10
P4,2007,N199474,12.56428571,12.05,11.99375,12.3,11.775,134,135,-1
P4,2008,N199474,15.13846154,10.85625,13.6,14.0375,11.0875,143,147,-4
EX43E,2007,N199485,11.85,11.99375,12.3,13.81875,13.01818182,134,143,-9
EX43D,2008,N199485,13.06071429,12.85,14.3875,13.925,12.75384615,143,152,-9
EX49B,2007,N199492,12.17307692,11.53125,12.8,11.5,12.6,134,138,-4
W71,2006,N199518,13.38928571,11.36875,11.50625,16.2625,11.525,149,148,1
W73,2007,N199518,12.57307692,12.05,11.99375,12.3,11.90555556,134,135,-1
EX38,2006,N199537,12.52368421,11.325,15.38125,17.55625,11.40714286,149,155,-6
EX14A,2006,N199538,13.38846154,12.61875,11.41875,12.35625,9.44,149,144,5
EX52,2007,N199634,12.97916667,11.7875,11.7,13.55625,11.835,134,132,2
CP43,2007,N199637,12.65,11.71875,12.14375,12.63125,12.14,134,134,0
CP38A,2008,N199637,14.93571429,10.33125,13.3125,14.175,10.54375,143,145,-2
CP17,2007,N199639,12.54,12.05,11.99375,12.3,11.67857143,134,135,-1
CP30,2007,N199640,12.69285714,11.7,12.08125,12.95625,11.97142857,134,133,1
CP42A,2007,N199642,12.53571429,11.99375,12.05,12,12.14,134,136,-2
EX43D,2007,N199643,12.17307692,11.53125,12.8,11.5,12.18333333,134,138,-4
EX64,2007,N199644,12.34615385,11.83125,12.2875,11.70625,12.225,134,137,-3
EX64,2008,N199644,14.93571429,10.33125,13.3125,14.175,10.54375,143,145,-2
EX64,2009,N199644,10.6,11.05,11.44375,13.19375,10.34444444,140,135,5
EX64,2012,N199644,9.695588235,17.0875,12.3,12.175,6.765,151,155,-4
EX67,2007,N199647,12.56428571,11.83125,12.2875,11.70625,11.87142857,134,137,-3
EX62G,2007,N199649,11.96538462,12.08125,12.95625,12.2125,13.25714286,134,141,-7
CP41,2007,N199651,12.11153846,11.7,13.55625,11.375,13.13125,134,140,-6
CP28,2007,N199652,11.92916667,12.08125,12.95625,12.2125,13,134,141,-7
EX1,2008,N199664,13.06071429,12.85,14.3875,13.925,14.09375,143,152,-9
O10,2009,N199664,10.87666667,11.44375,13.19375,14.6375,10.21111111,140,143,-3
EX7,2008,N199670,14.67,10.40625,13.45625,14.00625,10.64,143,146,-3
EX41D,2008,N199681,14.38846154,11.4625,13.8625,14.5625,11.95625,143,149,-6
EX43A,2010,N199681,10.30333333,7.45625,13.0375,13.04375,7.654545455,148,137,11
O101,2008,N199685,13.215625,13.96875,11.4625,13.8625,9.072222222,143,141,2
EX21,2008,N199698,14.93571429,10.33125,13.3125,14.175,10.54375,143,145,-2
SW56,2007,N199703,12.271875,11.7,13.55625,11.375,12.06111111,134,140,-6
P17,2007,N199704,11.98571429,12.14375,12.63125,13.05,12.60909091,134,142,-8
P15,2008,N199704,14.69,10.85625,13.6,14.0375,10.61,143,147,-4
SW124,2007,N199705,11.99090909,11.7,13.55625,11.375,13,134,140,-6
SW124,2008,N199705,15.00714286,10.40625,13.45625,14.00625,10.52777778,143,146,-3
SW126,2009,N199705,10.68214286,10.96875,12.75,15.35,10.35,140,141,-1
SW124,2010,N199705,9.3375,15.04375,12.91875,14.7125,9.938888889,148,150,-2
SW128,2007,N199708,11.945,12.63125,13.05,15.80625,11.65,134,150,-16
EX9,2008,N199907,14.265625,10.40625,13.45625,14.00625,10.62857143,143,146,-3
EX79,2008,N199948,12.76923077,12.85,14.3875,13.925,14.40555556,143,152,-9
EX67,2008,N199954,12.26923077,13.45625,14.00625,13.4375,16.19444444,143,154,-11
EX68,2009,N199954,10.91538462,11.44375,13.19375,14.6375,10.69,140,143,-3
CP38,2008,N199981,11.209375,16.7,10.63125,12.85,6.358333333,143,136,7
CP38,2009,N199981,10.91,10.7625,11.48125,14.19375,10.25714286,140,137,3
CP42A,2008,N199983,10.93,16.575,11.63125,12.25625,6.3,143,135,8
CP39,2008,N199984,14.05769231,12.99375,11.73125,14.0875,11.03333333,143,142,1
EX54,2008,N199985,13.655,10.40625,13.45625,14.00625,10.75,143,146,-3
W11,2008,N199987,15.00714286,10.40625,13.45625,14.00625,10.52777778,143,146,-3
EX71,2008,N199989,14.38846154,11.4625,13.8625,14.5625,11.95625,143,149,-6
EX49,2008,N199991,13.85769231,11.73125,14.0875,14.525,13.0125,143,150,-7
EX62B,2009,N199991,10.60357143,10.76875,11.68125,14.51875,10.7,140,138,2
EX62B,2010,N199991,10.01153846,7.5875,14.0375,12.25625,9.033333333,148,138,10
CP23,2008,N199992,14.38846154,11.4625,13.8625,14.5625,11.71111111,143,149,-6
EX63,2008,N199994,13.31666667,12.85,14.3875,13.925,12.23,143,152,-9
EX43E,2008,N199996,11.30909091,13.45625,14.00625,13.4375,16.72857143,143,154,-11
O75B,2001,N200007,11.01,11.64375,15.29375,12.85625,8.072222222,152,144,8
O67,2001,N200008,10.2326087,11.80625,15.51875,12.35625,6.14,152,145,7
O33,2001,N200026,12.40416667,13.1375,14.8,11.4,8.692857143,152,148,4
O23,2002,N200026,9.320833333,10.9875,14.2375,11.775,10.775,142,136,6
O49,2001,N200028,12.61818182,12.5375,14.94375,11.6,8.691666667,152,147,5
SW83,2001,N200029,12.95454545,13.84375,14.0625,11.475,8.821428571,152,149,3
SW89,2002,N200029,10.35333333,9.5375,13.11875,13.325,7.16,142,132,10
O77,2001,N200033,13.20454545,14.35,13.675,11.56875,9.54375,152,150,2
O73,2002,N200033,10.28823529,10.9875,14.2375,11.775,7.75,142,136,6
O30,2001,N200034,12.14166667,12.18125,15.275,11.98125,8.71875,152,146,6
O43,2001,N200035,11.65,15.29375,12.85625,11.825,8.92,152,152,0
O41,2001,N200038,11.80714286,15.51875,12.35625,12.3625,8.92,152,153,-1
O42,2002,N200038,10.284375,10.6875,13.95,11.95625,8.42,142,135,7
SW46,2001,N200039,11.80555556,15.29375,12.85625,11.825,14.5,152,152,0
P5,2001,N200040,12.96071429,15.29375,12.85625,11.825,8.55,152,152,0
O81,2001,N200041,13.17916667,14.91875,13.16875,11.71875,9.414285714,152,151,1
O81,2002,N200041,10.22307692,10.3875,13.4625,12.4375,8.785,142,134,8
O59,2001,N200044,12.853125,15.51875,12.35625,12.3625,8.771428571,152,153,-1
O59,2002,N200044,9.95625,13.95,11.95625,13.2,11.44444444,142,143,-1
SW8,2001,N200047,13.27352941,14.94375,11.6,13.1,8.821428571,152,155,-3
SW9,2002,N200047,10.284375,10.03125,13.225,12.89375,7.16,142,133,9
SW8,2003,N200047,10.57333333,11.2375,14.3125,15.825,11.27142857,141,145,-4
SW9,2004,N200047,10.59333333,12.45625,12.8,12.8625,9.638888889,145,139,6
SW19,2001,N200048,13.39,14.94375,11.6,13.1,12.8125,152,155,-3
O36,2002,N200050,9.930555556,9.5375,13.11875,13.325,6.875,142,132,10
O36,2001,N200051,13.11785714,14.94375,11.6,13.1,12.07142857,152,155,-3
SW78,2001,N200053,12.96,14.8,11.4,13.325,12.98,152,156,-4
SW80A,2002,N200053,10.165625,11.24375,14.4625,11.55,8.785,142,137,5
P24,2003,N200053,10.74444444,12.025,16.50625,15.01875,10.85,141,149,-8
SW77,2001,N200054,12.8625,14.8,11.4,13.325,13.02222222,152,156,-4
O38,2001,N200058,12.83846154,14.94375,11.6,13.1,12.12777778,152,155,-3
SW82,2001,N200059,13.11785714,14.94375,11.6,13.1,12.07142857,152,155,-3
SW80,2001,N200060,12.44090909,15.275,11.98125,12.825,13.75,152,154,-2
SW79,2002,N200060,9.967857143,10.9875,14.2375,11.775,10.01666667,142,136,6
SW80,2003,N200060,10.57333333,11.2375,14.3125,15.825,10.94375,141,145,-4
SW81,2004,N200060,10.78125,13.23125,12.26875,13.15625,10.045,145,141,4
SW81,2005,N200060,9.423529412,13.65,13.2125,13.1,13.38571429,146,150,-4
O106,2001,N200061,13.534375,14.8,11.4,13.325,9.821428571,152,156,-4
O107,2002,N200061,10.51785714,9.5375,13.11875,13.325,7.4,142,132,10
O60,2001,N200065,13.67647059,14.0625,11.475,14,11.29166667,152,157,-5
SW101A,2001,N200067,13.11785714,14.94375,11.6,13.1,11.5875,152,155,-3
SW41,2001,N200070,14.7,13.675,11.56875,14.2375,12.60555556,152,158,-6
SW131,2001,N200072,13.77666667,12.85625,11.825,14.06875,14.50714286,152,160,-8
SW104A,2002,N200073,10.02916667,10.3875,13.4625,12.4375,11.11666667,142,134,8
SW115,2001,N200075,13.1,14.0625,11.475,14,13.02222222,152,157,-5
SW115,2002,N200075,9.963333333,13.95,11.95625,13.2,11.155,142,143,-1
SW116,2004,N200075,11.31333333,13.24375,12.50625,15.34375,11.04,145,146,-1
O51,2001,N200079,13.675,11.475,14,16.9125,12.65714286,152,165,-13
O70,2001,N200080,13.49473684,11.98125,12.825,14.5875,12.52777778,152,162,-10
P11,2001,N200082,14.39642857,11.6,13.1,15.4375,12.60555556,152,163,-11
O3,2001,N200083,13.58571429,11.6,13.1,15.4375,12.12777778,152,163,-11
SW14,2001,N200084,13.66315789,11.56875,14.2375,17.0875,12.65714286,152,166,-14
SW16,2002,N200084,10.35333333,9.40625,12.26875,14.06875,7.061111111,142,131,11
O47,2003,N200101,11.09666667,10.375,12.3125,16.53125,10.43333333,141,142,-1
O2,2004,N200101,10.8,13.70625,11.99375,14.6875,11.23888889,145,145,0
SW124,2002,N200103,10.35333333,9.5375,13.11875,13.325,7.257142857,142,132,10
O38A,2002,N200105,10.51785714,9.5375,13.11875,13.325,7.766666667,142,132,10
O38A,2003,N200105,10.978125,10.31875,11.2375,14.3125,11.75,141,137,4
SW19,2002,N200106,10.17352941,10.03125,13.225,12.89375,7.05,142,133,9
SW18,2003,N200106,10.9625,10.425,13.1,16.23125,10.43333333,141,143,-2
O70,2002,N200109,9.938461538,10.6875,13.95,11.95625,9.61,142,135,7
P21,2002,N200110,9.967857143,10.9875,14.2375,11.775,9.272727273,142,136,6
SW31,2002,N200112,9.415384615,11.24375,14.4625,11.55,10.775,142,137,5
O60,2002,N200113,9.284615385,12.26875,14.06875,11.71875,11.64375,142,139,3
O72,2002,N200115,9.546666667,13.11875,13.325,12.325,11.80625,142,140,2
SW117,2002,N200116,10.075,13.225,12.89375,12.73125,9.38125,142,141,1
O58,2002,N200117,9.676666667,13.225,12.89375,12.73125,11.64375,142,141,1
SW17,2002,N200120,10.8375,14.45,11.49375,14,9.521428571,142,146,-4
B117,2004,N200124,10.58823529,12.45625,12.8,12.8625,9.025,145,139,6
B121,2004,N200125,10.85714286,13.85,11.49375,14.39375,10.875,145,144,1
B24,2004,N200126,10.72352941,13.54375,11.71875,13.8125,10.57222222,145,143,2
B225,2004,N200127,10.98529412,13.24375,12.50625,15.34375,11.23125,145,146,-1
B186,2005,N200127,9.2,13.74375,13.1,12.5875,11.36666667,146,151,-5
B26,2004,N200128,11.86470588,12.26875,13.15625,17.2,11.29444444,145,149,-4
