box,year,Mother,average_temperature_per1,average_temperature_per2,average_temperature_per3,average_temperature_per4,average_temperature_laying,Hf2_r,peak_food,mismatch
EX51C,2004,VF64752,10.578125,10.95,13.85,11.49375,8.855555556,145,136,9
EX25,2002,VF64768,9.23,11.24375,14.4625,11.55,9.9875,142,137,5
CP31,2002,VF64789,11.13636364,12.89375,12.73125,13.43125,11.45714286,142,149,-7
EX47A,2004,VF64802,10.51666667,13.54375,11.71875,13.8125,10.87,145,143,2
O36,2004,VF64809,10.75,13.70625,11.99375,14.6875,11.69375,145,145,0
O36,2005,VF64809,10.909375,8.86875,9.3375,13.65,7.575,146,134,12
EX51D,2004,VF64811,10.79666667,10.95,13.85,11.49375,8.9625,145,136,9
CP20,2005,VF64811,9.346428571,13.86875,13.2875,12.6375,11.36666667,146,152,-6
CP27,2005,VF64824,9.523529412,11.90625,14.06875,13.59375,15.21666667,146,148,-2
EX49B,2004,VF64839,10.73666667,10.60625,13.54375,11.71875,8.74375,145,135,10
EX49B,2005,VF64839,10.76785714,9.3375,13.65,13.2125,10.58333333,146,142,4
EX49B,2006,VF64839,12.19285714,13.325,11.36875,11.50625,10.80625,149,140,9
EX38A,2004,VF64845,10.425,12.45625,12.8,12.8625,10.045,145,139,6
SW64,2001,VF64921,13.1375,14.94375,11.6,13.1,13.37777778,152,155,-3
B30,2002,VF64943,10.02058824,9.40625,12.26875,14.06875,6.875,142,131,11
B30,2003,VF64943,10.625,11.2375,14.3125,15.825,11.34,141,145,-4
SW107,2001,VF64952,10.28333333,12.5625,14.35,13.675,8.15,152,142,10
SW107,2002,VF64952,10.35333333,9.40625,12.26875,14.06875,7.061111111,142,131,11
O69,1994,VH12331,11.95263158,9.4875,10.1625,13.09375,12.4,151,146,5
EX43,1993,VH12337,10.97666667,12.7125,12.43125,16.58125,10.67777778,149,148,1
EX43,1994,VH12337,11.14230769,9.93125,13.1375,12.775,10.79444444,151,153,-2
EX43,1995,VH12337,12.35333333,7.71875,10.9375,13.15,7.5375,144,139,5
O38B,1993,VH12348,11.08,11.29375,12.41875,13.475,10.625,149,142,7
O38B,1994,VH12348,10.91428571,10.15,11.74375,12.60625,11.0375,151,150,1
O52,1995,VH12348,8.0375,12.94375,12.66875,12.08125,14.275,144,150,-6
W52,1994,VH12363,11.16785714,9.86875,11.1125,12.425,12.28333333,151,148,3
W52,1995,VH12363,11.23823529,8.05625,13.5375,12.34375,8.23125,144,143,1
EX19,1996,VH12363,7.464285714,10.525,12.75625,15.66875,7.494444444,161,150,11
CP28,1993,VH12377,10.54615385,11.99375,12.7125,12.43125,10.51428571,149,140,9
CP32,1994,VH12377,11.13076923,10.08125,12.6,12.93125,10.35714286,151,152,-1
W9,1993,VH12385,10.88214286,10.70625,12.78125,13.9625,11.45,149,143,6
W7,1994,VH12385,10.5325,12.425,14.0625,15.6625,11.7875,151,164,-13
W44,1993,VH12395,11.325,12.81875,12.3875,15.91875,10.44545455,149,147,2
W45,1994,VH12395,10.82941176,10.16875,11.9375,13.0125,11.57142857,151,151,0
W18,1993,VH12399,10.4,11.61875,11.09375,13.10625,11.20625,149,137,12
SW27,1993,VH21103,11.01875,10.70625,12.78125,13.9625,10.625,149,143,6
SW20,1994,VH21103,10.93333333,10.15,11.74375,12.60625,11.95555556,151,150,1
SW26,1995,VH21103,11.48235294,9.09375,9.28125,13.7625,7.57,144,137,7
SW20,1996,VH21103,7.211111111,10.525,12.75625,15.66875,9.45625,161,150,11
EX75,1993,VH21113,10.63571429,10.9125,12.8625,14.4125,11.375,149,144,5
O82,1993,VH21172,11.18214286,12.7125,12.43125,16.58125,10.44090909,149,148,1
CP31,2018,VH21373,11.89583333,13.49375,17.325,15.23125,11.18333333,146,148,-2
B31,2017,VH21385,9.161764706,12.475,13.64375,16.9125,8.966666667,140,139,1
CP8,2004,VH21716,11.125,13.70625,11.99375,14.6875,11.1625,145,145,0
EX62I,2004,VH21717,10.70625,11.4,13.70625,11.99375,8.9625,145,137,8
EX80,2004,VH21778,10.4,13.23125,12.26875,13.15625,10.41666667,145,141,4
B99,2017,VH21942,10.62142857,13.2125,16.04375,15.29375,6.916666667,140,142,-2
B194,2018,VH21957,11.06785714,11.0625,14.41875,17.3625,10.93333333,146,141,5
MP47,2018,VH21987,12.05333333,12.7625,15.6875,16.19375,8.275,146,145,1
MP54,2018,VH21988,10.65,11.75625,12.73125,16.24375,13.53,146,138,8
MP55,2019,VH21988,9.280555556,11.26875,8.6625,10.21875,7.155,139,122,17
MP64,2018,VH21991,11.45294118,12.7625,15.6875,16.19375,10.505,146,145,1
MP78,2018,VH21992,12.8125,12.7625,15.6875,16.19375,8.72,146,145,1
MP77,2019,VH21992,11.95666667,8.55625,10.40625,12.45,7.272727273,139,131,8
MP65,2018,VH21994,12.35714286,12.7625,15.6875,16.19375,8.0875,146,145,1
EX63,1993,VH82006,10.97666667,12.7125,12.43125,16.58125,10.585,149,148,1
CP14A,1993,VH82010,10.675,10.9125,12.8625,14.4125,10.78333333,149,144,5
CP37,1993,VH82011,10.91153846,11.7875,12.58125,12.94375,10.88888889,149,141,8
EX60,1993,VH82017,10.66153846,10.70625,12.78125,13.9625,11.40555556,149,143,6
EX59,1994,VH82017,11.02307692,10.1,11.46875,12.325,11.795,151,149,2
B89,1993,VH82021,10.84333333,10.9125,12.8625,14.4125,11.325,149,144,5
B187,1994,VH82021,10.95769231,10.15,11.74375,12.60625,10.66875,151,150,1
EX49B,1993,VH82024,10.94230769,11.29375,12.41875,13.475,11.175,149,142,7
EX49B,1994,VH82024,10.95769231,10.15,11.74375,12.60625,11.275,151,150,1
P15,1993,VH82025,10.54583333,10.70625,12.78125,13.9625,11.08333333,149,143,6
EX6,1993,VH82027,10.48333333,11.09375,13.10625,14.68125,11.3375,149,145,4
P22,1993,VH82048,10.36333333,11.95,12.7625,15.36875,11.01363636,149,146,3
B220,1993,VH82057,10.878125,11.7875,12.58125,12.94375,10.34,149,141,8
B220,1994,VH82057,11.73,11.1125,10.15,11.74375,11.98571429,151,142,9
B219,1995,VH82057,11.60789474,7.14375,12.3125,12.9625,6.428571429,144,141,3
EX13,1993,VH82062,11.02333333,10.70625,12.78125,13.9625,11.11363636,149,143,6
EX14,1994,VH82062,11.76785714,9.70625,9.93125,13.1375,12.28,151,145,6
EX12A,1995,VH82062,11.85588235,8.1625,10.1125,13.5,7.335,144,138,6
EX14,1996,VH82062,7.566666667,8.0125,12.675,14.2625,10.39583333,161,146,15
EX47,1993,VH82120,10.36538462,11.54375,12.81875,12.3875,10.99545455,149,139,10
W75,1993,VH82129,10.54583333,10.70625,12.78125,13.9625,11.08333333,149,143,6
W77,1995,VH82129,11.23823529,8.05625,13.5375,12.34375,8.23125,144,143,1
W77,1996,VH82129,7.525,11.15625,13.775,15.2,8.765,161,152,9
CP43,1993,VH82130,11.08,11.29375,12.41875,13.475,10.925,149,142,7
CP43,1994,VH82130,11.3,9.86875,11.1125,12.425,12.19090909,151,148,3
EX71,1993,VH82136,11.35,12.7125,12.43125,16.58125,10.3875,149,148,1
CP4,1993,VH82165,10.63571429,10.9125,12.8625,14.4125,11.40555556,149,144,5
W43,1993,VH82201,10.51315789,11.99375,12.7125,12.43125,11.34166667,149,140,9
W50,1994,VH82201,11.36538462,10.55625,10.16875,11.9375,13.26666667,151,143,8
W59,1996,VH82201,7.25,10.525,12.75625,15.66875,8.65,161,150,11
O68,1996,VH82203,9.828,14.30625,14.4875,13.9,7.05625,161,163,-2
B10,1993,VH82223,10.821875,10.75625,11.29375,12.41875,9.43125,149,134,15
B138,1994,VH82223,11.74,11.76875,10.0625,10.08125,7.18,151,136,15
EX62,1993,VH82232,10.79166667,11.95,12.7625,15.36875,11.025,149,146,3
EX63,1996,VH82232,7.905882353,11.7375,14.2375,14.61875,7.078571429,161,153,8
O85,1993,VH82242,11.59615385,12.78125,13.9625,16.48125,9.566666667,149,151,-2
O107,1994,VH82242,11.08571429,10.1625,13.09375,13.09375,10.7,151,154,-3
O107,1995,VH82242,9.9,10.9375,13.15,12.45625,13.48571429,144,147,-3
O108,1996,VH82242,10.69705882,14.30625,14.4875,13.9,8.1875,161,163,-2
O81,1997,VH82242,10.96428571,10.20625,11.96875,13.08125,7.35,141,139,2
CP38,1993,VH82275,10.275,11.48125,11.95,12.7625,11.07777778,149,138,11
EX4,1993,VH82291,11.08928571,11.29375,12.41875,13.475,10.88888889,149,142,7
CP35,1993,VH82294,10.83076923,9.825,11.7875,12.58125,10.05,149,133,16
CP37,1994,VH82294,11.25384615,11.1125,10.15,11.74375,12.6,151,142,9
CP37,1995,VH82294,8.817857143,14.5125,7.375,11.5875,8.67,144,132,12
CP11,1993,VH82318,10.46428571,11.41875,10.70625,12.78125,10.71875,149,135,14
EX4,1996,VH82331,7.489285714,8.0125,12.675,14.2625,9.904166667,161,146,15
EX35A,1993,VH82334,10.55666667,11.99375,12.7125,12.43125,10.92222222,149,140,9
O29,1994,VH82335,11.33928571,9.625,10.5625,12.7125,12.115,151,147,4
W102,1993,VH82355,10.49615385,11.09375,13.10625,14.68125,10.86111111,149,145,4
EX73,1993,VH82381,11.14615385,12.81875,12.3875,15.91875,10.44090909,149,147,2
EX39,1993,VH82388,11.08,11.29375,12.41875,13.475,10.80555556,149,142,7
EX36,1994,VH82388,11.03571429,10.1,11.46875,12.325,11.95555556,151,149,2
P1,1993,VH82393,11.02333333,10.70625,12.78125,13.9625,11.025,149,143,6
O20,1993,VH82418,11.44230769,12.41875,13.475,16.8,9.39375,149,150,-1
CP36,1993,VH82427,10.31666667,11.48125,11.95,12.7625,10.92222222,149,138,11
W79,1993,VH82465,10.50625,11.99375,12.7125,12.43125,10.965,149,140,9
W74,1994,VH82465,11.6,10.0625,10.08125,12.6,11.85,151,144,7
W79,1995,VH82465,11.42142857,9.28125,13.7625,12.6125,9.223076923,144,145,-1
W81,1996,VH82465,7.934375,11.7375,14.2375,14.61875,8.308333333,161,153,8
W64A,1997,VH82465,10.51388889,11.13125,11.26875,13.7125,7.95,141,140,1
W64A,1993,VH82472,10.36071429,11.54375,12.81875,12.3875,10.91875,149,139,10
W79,1994,VH82472,11.57142857,11.8,10.1,11.46875,11.58125,151,141,10
EX13A,1993,VH82473,11.01470588,10.70625,12.78125,13.9625,10.92222222,149,143,6
EX13A,1995,VH82473,12.35333333,7.71875,10.9375,13.15,7.972727273,144,139,5
MP45,1993,VH82480,10.42,11.55625,10.9125,12.8625,10.71875,149,136,13
SW102,1993,VH82537,11.58333333,12.41875,13.475,16.8,9.985,149,150,-1
SW106,1994,VH82537,11.67916667,9.4875,10.1625,13.09375,12.28333333,151,146,5
SW104,1995,VH82537,12.40769231,8.1625,10.1125,13.5,7.83,144,138,6
EX25,1993,VH82539,10.31538462,11.48125,11.95,12.7625,10.91875,149,138,11
C146,1993,VH82548,10.66153846,10.70625,12.78125,13.9625,11.40555556,149,143,6
C147,1994,VH82548,11.49285714,10.55625,10.16875,11.9375,12.6,151,143,8
C145,1995,VH82548,12.21875,7.71875,10.9375,13.15,7.033333333,144,139,5
C155,1996,VH82548,7.808333333,11.7375,14.2375,14.61875,7.5,161,153,8
C40,1997,VH82548,11.04333333,8.275,12.95625,10.625,7.763636364,141,135,6
O106,1993,VH82565,10.88214286,10.70625,12.78125,13.9625,11.175,149,143,6
O24,1993,VH82568,11.5,12.58125,12.94375,16.8,10.31,149,149,0
SW114,1993,VH82569,10.47857143,11.95,12.7625,15.36875,11,149,146,3
SW108,1994,VH82569,11.76785714,9.70625,9.93125,13.1375,12.38125,151,145,6
MP55,1993,VH82579,10.66153846,10.70625,12.78125,13.9625,11.40555556,149,143,6
MP61,1994,VH82579,11.73,11.1125,10.15,11.74375,10.30454545,151,142,9
MP48,1995,VH82579,12.171875,8.1625,10.1125,13.5,7.5,144,138,6
EX34A,1993,VH82596,10.52692308,10.9125,12.8625,14.4125,11.14,149,144,5
O113,1993,VH82598,10.47857143,11.95,12.7625,15.36875,10.86111111,149,146,3
O114,1994,VH82598,11.59230769,9.4875,10.1625,13.09375,12.60555556,151,146,5
O114,1995,VH82598,12.159375,7.375,11.5875,13.13125,7.7,144,140,4
O103,1996,VH82598,7.478947368,11.15625,13.775,15.2,8.492857143,161,152,9
SW36,1993,VH82606,10.63571429,10.9125,12.8625,14.4125,11.40555556,149,144,5
O66,1994,VH82643,11.49285714,10.55625,10.16875,11.9375,12.36666667,151,143,8
SW9,1994,VH82647,10.89666667,10.16875,11.9375,13.0125,11.39444444,151,151,0
SW33,1994,VH82648,11.16785714,9.86875,11.1125,12.425,12.29,151,148,3
EX43D,1993,VH82666,10.66153846,10.70625,12.78125,13.9625,11.24,149,143,6
C49,1993,VH82672,11.35,12.7125,12.43125,16.58125,10.3875,149,148,1
C150,1994,VH82672,11.03571429,10.1,11.46875,12.325,12.19090909,151,149,2
SW133,1993,VH82688,10.88214286,10.70625,12.78125,13.9625,11.15,149,143,6
SW15,1994,VH82688,11.76785714,9.70625,9.93125,13.1375,12.38125,151,145,6
SW133,1995,VH82688,11.85588235,8.1625,10.1125,13.5,6.78125,144,138,6
MP76,1993,VH82690,10.4,11.61875,11.09375,13.10625,11.20625,149,137,12
MP76,1994,VH82690,11.48055556,12.36875,9.625,10.5625,7.222222222,151,139,12
MP75,1995,VH82690,11.28214286,11.475,8.05625,13.5375,6.78125,144,135,9
B81,1993,VH82691,10.91153846,11.7875,12.58125,12.94375,10.88888889,149,141,8
B207,1994,VH82691,11.33928571,9.625,10.5625,12.7125,12.42142857,151,147,4
B207,1995,VH82691,11.97142857,10.29375,8.53125,13.825,7.345,144,136,8
B207,1996,VH82691,7.158823529,9.8875,12.85,15.0375,9.45625,161,149,12
EX3,1993,VH82696,10.88214286,10.70625,12.78125,13.9625,11.30384615,149,143,6
EX62,1994,VH82701,10.91428571,10.15,11.74375,12.60625,11.0375,151,150,1
O104,1994,VH82721,11.02307692,10.1,11.46875,12.325,11.39444444,151,149,2
MP16,1993,VH82722,10.63571429,10.9125,12.8625,14.4125,11.375,149,144,5
P6,1994,VH82722,11.69583333,10.0625,10.08125,12.6,12.28888889,151,144,7
SW34,1993,VH82727,10.37142857,11.09375,13.10625,14.68125,11.08333333,149,145,4
O8,1993,VH82753,11.3,12.41875,13.475,16.8,10.31,149,150,-1
O20,1994,VH82753,11.02307692,10.1,11.46875,12.325,11.39444444,151,149,2
CP26,1993,VH82755,10.7375,11.7875,12.58125,12.94375,11.15,149,141,8
EX65,1993,VH82756,10.88214286,10.70625,12.78125,13.9625,11.15,149,143,6
EX65,1994,VH82756,10.99230769,10.16875,11.9375,13.0125,10.59444444,151,151,0
B54,1993,VH82765,11.08928571,11.29375,12.41875,13.475,11.025,149,142,7
B52,1994,VH82765,11.7,10.0625,10.08125,12.6,12.28,151,144,7
B54,1995,VH82765,12.03823529,7.71875,10.9375,13.15,7.345,144,139,5
B54,1996,VH82765,7.566666667,8.0125,12.675,14.2625,9.80625,161,146,15
B54,1997,VH82765,10.12352941,8.8125,12.61875,10.84375,8.877777778,141,134,7
C61,1993,VH82807,10.575,11.99375,12.7125,12.43125,10.92222222,149,140,9
EX62A,1993,VH82844,10.84333333,10.9125,12.8625,14.4125,11.15,149,144,5
EX60,1996,VH82844,7.193333333,9.8875,12.85,15.0375,7.692857143,161,149,12
EX60,1997,VH82844,11.02666667,8.66875,12.75,11.74375,7.294444444,141,137,4
MP51,1993,VH82851,10.91666667,11.7875,12.58125,12.94375,10.7875,149,141,8
MP50,1994,VH82851,11.71538462,12.36875,9.625,10.5625,9.795,151,139,12
C12,1993,VH82864,10.275,11.48125,11.95,12.7625,11,149,138,11
O93,1993,VH82873,10.63571429,10.9125,12.8625,14.4125,11.53571429,149,144,5
O94,1994,VH82873,10.88611111,11.1125,12.425,14.0625,10.63125,151,156,-5
EX74,1994,VH82906,10.93571429,10.16875,11.9375,13.0125,10.94444444,151,151,0
EX73,1995,VH82906,12.52857143,8.1625,10.1125,13.5,7.7,144,138,6
EX73A,1996,VH82906,7.344117647,9.29375,12.7875,14.50625,9.785714286,161,148,13
O84,1995,VH82919,12.35333333,7.71875,10.9375,13.15,7.685714286,144,139,5
C61A,1994,VH82956,11.76785714,9.70625,9.93125,13.1375,13.05,151,145,6
O75,1994,VH82989,11.3,9.86875,11.1125,12.425,11.95555556,151,148,3
MP66,1993,VH83137,11.08,11.29375,12.41875,13.475,10.625,149,142,7
MP78,1993,VH83210,10.27333333,11.48125,11.95,12.7625,11.24375,149,138,11
B194A,1993,VH83233,10.91666667,11.7875,12.58125,12.94375,10.92222222,149,141,8
MP63,1993,VH83275,10.3875,11.55625,10.9125,12.8625,10.965,149,136,13
MP80,1993,VH83305,10.84333333,10.9125,12.8625,14.4125,11.15,149,144,5
MP40,1993,VH83346,11.04117647,9.825,11.7875,12.58125,8.618181818,149,133,16
P23,1993,VH83448,10.878125,11.7875,12.58125,12.94375,10.90454545,149,141,8
P24,1994,VH83448,11.33928571,9.625,10.5625,12.7125,12.115,151,147,4
B159,1993,VH83453,10.52692308,10.9125,12.8625,14.4125,11.08333333,149,144,5
C152,1994,VH83467,11.02083333,10.15,11.74375,12.60625,10.59444444,151,150,1
C24C,1995,VH83467,10.95714286,10.1125,13.5,12.4,11.65833333,144,146,-2
C51,1996,VH83467,8.188235294,12.675,14.2625,14.2,7.092857143,161,154,7
B49,1993,VH83478,10.82352941,11.09375,13.10625,14.68125,11.1,149,145,4
MP6,1995,VH83547,12.04411765,7.375,11.5875,13.13125,7.033333333,144,140,4
B37,1993,VH83669,10.878125,11.7875,12.58125,12.94375,10.91875,149,141,8
O6,1993,VH83787,10.55555556,11.99375,12.7125,12.43125,10.16818182,149,140,9
O18,1994,VH83787,10.93571429,10.16875,11.9375,13.0125,10.94444444,151,151,0
O64,1993,VH83805,10.94230769,11.29375,12.41875,13.475,11.175,149,142,7
W34,1993,VH83809,10.54583333,10.70625,12.78125,13.9625,11.08333333,149,143,6
W35,1994,VH83809,11.30833333,9.86875,11.1125,12.425,11.39444444,151,148,3
W42,1995,VH83809,11.475,8.53125,13.825,12.40625,8.94375,144,144,0
MP18,1993,VH83915,10.54615385,11.99375,12.7125,12.43125,10.925,149,140,9
C45,1993,VH83940,10.94230769,11.29375,12.41875,13.475,11.15,149,142,7
C44,1994,VH83940,11.7,10.0625,10.08125,12.6,12.28,151,144,7
C43,1995,VH83940,11.69375,7.14375,12.3125,12.9625,7.83,144,141,3
C144,1996,VH83940,7.596666667,11.04375,13.05625,15.5875,7.84,161,151,10
B99,1993,VH83988,10.65,11.95,12.7625,15.36875,10.585,149,146,3
B101,1994,VH83998,10.95769231,10.15,11.74375,12.60625,11.275,151,150,1
EX64,1993,VH84047,11.08,11.29375,12.41875,13.475,10.925,149,142,7
W19,1993,VH84051,10.50625,11.99375,12.7125,12.43125,11.07777778,149,140,9
W19,1994,VH84051,11.58928571,9.4875,10.1625,13.09375,12.18,151,146,5
W20,1995,VH84051,11.83529412,7.14375,12.3125,12.9625,7.74,144,141,3
W67,1993,VH84423,10.37692308,11.55625,10.9125,12.8625,11.24375,149,136,13
C110,1993,VH84448,10.27333333,11.48125,11.95,12.7625,11.17857143,149,138,11
W85,1993,VH84466,10.55666667,11.99375,12.7125,12.43125,11,149,140,9
W58,1993,VH84516,10.32,11.54375,12.81875,12.3875,11,149,139,10
W41,1993,VH84643,10.575,11.99375,12.7125,12.43125,10.7875,149,140,9
W40,1994,VH84643,11.16785714,9.86875,11.1125,12.425,12.05,151,148,3
W40,1995,VH84643,11.51875,7.5375,12.94375,12.66875,8.728571429,144,142,2
EX49A,1993,VH84760,10.94230769,11.29375,12.41875,13.475,11.175,149,142,7
W27,1993,VH84762,10.31538462,11.61875,11.09375,13.10625,10.965,149,137,12
W32,1993,VH84802,10.49615385,11.09375,13.10625,14.68125,10.86111111,149,145,4
B183,1993,VH84865,10.55666667,11.99375,12.7125,12.43125,11,149,140,9
B182,1994,VH84865,10.27307692,11.1125,12.425,14.0625,11.825,151,156,-5
O119,1993,VH84881,10.52692308,10.9125,12.8625,14.4125,11.1875,149,144,5
CP39,1993,VH84885,10.4,11.61875,11.09375,13.10625,10.82222222,149,137,12
CP2,1993,VH84941,10.91428571,11.7875,12.58125,12.94375,10.625,149,141,8
CP2,1994,VH84941,11.58928571,9.4875,10.1625,13.09375,12.93571429,151,146,5
EX51B,1993,VH84956,10.36071429,11.54375,12.81875,12.3875,10.90454545,149,139,10
EX49C,1993,VH84975,10.36071429,11.54375,12.81875,12.3875,10.92222222,149,139,10
O80,1993,VH99030,10.55666667,11.99375,12.7125,12.43125,10.76428571,149,140,9
O77,1994,VH99030,11.49285714,10.55625,10.16875,11.9375,12.6,151,143,8
SW124,1993,VH99056,10.94230769,11.29375,12.41875,13.475,11.325,149,142,7
B182,1993,VH99074,10.32,11.54375,12.81875,12.3875,11.07777778,149,139,10
B201,1994,VH99074,11.36538462,10.55625,10.16875,11.9375,12.3125,151,143,8
SW8,1993,VH99121,10.625,12.81875,12.3875,15.91875,11.08333333,149,147,2
SW75,1993,VH99123,10.47857143,11.95,12.7625,15.36875,10.86111111,149,146,3
O75C,1994,VH99146,11.76923077,9.70625,9.93125,13.1375,12.8625,151,145,6
C110,1994,VH99168,11.3,9.86875,11.1125,12.425,11.95555556,151,148,3
C10,1995,VH99168,12.21875,7.71875,10.9375,13.15,7.033333333,144,139,5
C162,1996,VH99168,8.676470588,12.7875,14.50625,15,6.757142857,161,156,5
C10,1997,VH99168,9.871875,9.54375,12.06875,10.7625,9.02,141,133,8
C51,1994,VH99181,11.67,9.70625,9.93125,13.1375,12.47142857,151,145,6
C150,1995,VH99181,11.88333333,7.375,11.5875,13.13125,6.6375,144,140,4
O51,1994,VH99244,11.16785714,9.86875,11.1125,12.425,12.28333333,151,148,3
O75A,1994,VH99251,11.7,10.0625,10.08125,12.6,12.28,151,144,7
B88,1993,VH99305,10.50625,11.99375,12.7125,12.43125,11.07777778,149,140,9
B79,1993,VH99315,10.275,11.48125,11.95,12.7625,11.07777778,149,138,11
P5,1993,VH99319,11.08928571,11.29375,12.41875,13.475,10.88888889,149,142,7
MP60,1993,VH99322,10.54583333,10.70625,12.78125,13.9625,11.14,149,143,6
MP56,1994,VH99322,11.59230769,9.4875,10.1625,13.09375,12.115,151,146,5
SW107,1993,VH99325,11.35,12.7125,12.43125,16.58125,10.40555556,149,148,1
SW111,1994,VH99325,11.13076923,10.08125,12.6,12.93125,10.50625,151,152,-1
SW112,1995,VH99325,11.475,8.53125,13.825,12.40625,8.94375,144,144,0
CP1,1993,VH99326,10.47857143,11.95,12.7625,15.36875,10.86111111,149,146,3
CP1,1994,VH99326,11.14230769,9.93125,13.1375,12.775,10.79444444,151,153,-2
CP4,1995,VH99326,11.675,8.53125,13.825,12.40625,9.838888889,144,144,0
CP5B,1996,VH99326,9.435,13.775,15.2,14.675,7.136363636,161,160,1
B190,1993,VH99330,10.36071429,11.54375,12.81875,12.3875,10.91875,149,139,10
B85,1994,VH99330,11.36538462,10.55625,10.16875,11.9375,12.47142857,151,143,8
B194A,1996,VH99330,8.184375,12.675,14.2625,14.2,7.05625,161,154,7
B78,1993,VH99341,10.575,11.99375,12.7125,12.43125,10.7875,149,140,9
B211,1994,VH99341,11.16785714,9.86875,11.1125,12.425,11.57142857,151,148,3
B53,1995,VH99341,11.62666667,10.29375,8.53125,13.825,6.78125,144,136,8
O116,1993,VH99345,11.33,12.78125,13.9625,16.48125,10.36818182,149,151,-2
O117,1994,VH99345,11.05,10.08125,12.6,12.93125,10.85,151,152,-1
SW131,1995,VH99345,11.48125,9.28125,13.7625,12.6125,8.518181818,144,145,-1
SW134,1996,VH99345,8.678947368,12.85,15.0375,14.8125,7.5,161,157,4
MP42,1993,VH99358,10.4,11.61875,11.09375,13.10625,10.82222222,149,137,12
MP62,1997,VH99375,8.866666667,12.3375,8.66875,12.75,9.116666667,141,129,12
MP47,1994,VH99376,11.18823529,9.86875,11.1125,12.425,12.25,151,148,3
MP31,1995,VH99376,11.871875,9.09375,9.28125,13.7625,7.335,144,137,7
C140,1994,VH99385,11.02916667,11.8,10.1,11.46875,12.36666667,151,141,10
B88,1994,VH99388,11.5625,9.625,10.5625,12.7125,10.8,151,147,4
CP30,1994,VH99392,10.996875,10.5625,12.7125,13.71875,10.325,151,155,-4
B229,1998,VH99401,13.27857143,14.0625,12.8,13.075,9.435714286,146,146,0
MP2,1999,VH99401,12.45714286,12.9125,13.5125,12.19375,12.42857143,144,147,-3
B76,1998,VH99410,11.75666667,15.4125,12.35625,13.0625,9.85,146,143,3
MP53,1999,VH99413,10.48125,12.96875,12.08125,13.1875,7.433333333,144,133,11
MP21,1998,VH99423,13.07,14.0625,12.8,13.075,9.68125,146,146,0
MP41,1998,VH99449,10.16764706,14.1625,14.63125,12.56875,6.185714286,146,137,9
MP40,1999,VH99449,11.36428571,12.8625,12.9125,13.5125,4.821428571,144,139,5
P5,1998,VH99459,13.93461538,13.88125,12.73125,13.35,9.53125,146,147,-1
O56,2005,VH99584,10.440625,10.31875,13.975,13.1125,10.16363636,146,145,1
O17,2006,VH99584,13.33076923,11.36875,11.50625,16.2625,11.44583333,149,148,1
MP20,2005,VH99600,10.765625,9.3375,13.65,13.2125,9.607142857,146,142,4
MP20,2006,VH99600,11.65769231,13.4875,12.06875,11.18125,10.34,149,138,11
MP21,2007,VH99600,12.56428571,12.05,11.99375,12.3,12.05,134,135,-1
W101,1994,VH99604,11.46785714,11.1125,10.15,11.74375,12.51428571,151,142,9
W102,1995,VH99604,11.88333333,7.375,11.5875,13.13125,6.6375,144,140,4
W101,1996,VH99604,7.403846154,8.3875,12.9125,14.30625,8.765,161,147,14
W102,1998,VH99604,9.61875,12.23125,15.1125,12.90625,4.66,146,134,12
EX5A,1994,VH99614,11.33928571,9.625,10.5625,12.7125,12.60555556,151,147,4
EX5A,1995,VH99614,11.83529412,7.14375,12.3125,12.9625,7.5375,144,141,3
EX29A,1994,VH99723,10.93,10.1,11.46875,12.325,12.28333333,151,149,2
CP29,1994,VH99749,11.14230769,9.93125,13.1375,12.775,10.7,151,153,-2
W69,1994,VH99762,11.24473684,9.86875,11.1125,12.425,12.59375,151,148,3
W64B,1995,VH99789,12.03823529,7.71875,10.9375,13.15,6.6375,144,139,5
EX43B,1995,VH99791,10.88,11.475,8.05625,13.5375,7.57,144,135,9
EX80,1996,VH99836,7.464285714,10.525,12.75625,15.66875,7.078571429,161,150,11
B217,1993,VH99855,10.49615385,11.09375,13.10625,14.68125,10.86111111,149,145,4
B27,1994,VH99855,11.02083333,10.15,11.74375,12.60625,10.59444444,151,150,1
W24,1993,VH99863,10.65,11.95,12.7625,15.36875,10.67777778,149,146,3
CP42A,1993,VH99867,10.8625,11.95,12.7625,15.36875,10.51,149,146,3
EX22,1993,VH99898,10.66153846,10.70625,12.78125,13.9625,11.375,149,143,6
EX22,1994,VH99898,11.76785714,9.70625,9.93125,13.1375,13.05,151,145,6
SW77,1994,VH99923,10.93571429,10.16875,11.9375,13.0125,10.94444444,151,151,0
EX40,1995,VH99929,12.42857143,9.09375,9.28125,13.7625,7.604545455,144,137,7
EX43C,1993,VH99952,10.6875,11.09375,13.10625,14.68125,11.27857143,149,145,4
EX51A,1994,VH99984,10.99230769,10.16875,11.9375,13.0125,10.85,151,151,0
CP22,1995,VH99984,11.97142857,10.29375,8.53125,13.825,7.044444444,144,136,8
EX49A,1996,VH99984,8.652173913,12.75625,15.66875,14.8875,8.645833333,161,158,3
EX9,1994,VH99992,11.4,9.625,10.5625,12.7125,12.29,151,147,4
O104,1996,VJ51819,8.435294118,12.9125,14.30625,14.4875,7.255,161,155,6
SW56,1993,VJ57105,10.37142857,11.09375,13.10625,14.68125,11.14,149,145,4
