"","box","year","April_lay_date","Clutch_size","Mother"
"6592","MP65",2005,10,9,"TA16184"
"6593","MP66",2006,18,10,"TA16184"
"6594","MP65",2007,13,10,"TA16184"
"6595","B115",2003,18,9,"TA16201"
"6596","MP55",2003,25,7,"TA16211"
"6597","B123",2003,27,8,"TA16219"
"6598","P7",2003,27,6,"TA16220"
"6599","MP70",2003,20,9,"TA16228"
"6600","MP44",2004,6,12,"TA16238"
"6601","W103",2005,29,9,"TA16273"
"6602","EX16",2008,29,9,"TA16273"
"6603","B35",2003,30,8,"TA16314"
"6604","MP13",2003,25,8,"TA16347"
"6605","B62A",2003,23,8,"TA16355"
"6606","B201",2004,17,7,"TA16360"
"6607","B201",2005,23,6,"TA16360"
"6608","W46",2004,32,5,"TA16365"
"6609","B58",2003,27,5,"TA16385"
"6610","B215",2004,16,8,"TA16385"
"6611","B215",2005,20,9,"TA16385"
"6612","MP93",2004,13,10,"TA16386"
"6613","P6",2003,22,9,"TA16387"
"6614","SW42",2004,22,8,"TA16409"
"6615","SW49",2003,27,8,"TA16420"
"6616","MP45",2003,20,9,"TA16421"
"6617","MP11",2003,26,8,"TA16457"
"6618","EX54",2003,26,6,"TA16484"
"6619","EX54",2004,16,8,"TA16484"
"6620","MP15",2003,22,9,"TA16487"
"6621","P23",2003,28,8,"TA16549"
"6622","B94",2003,31,8,"TA16565"
"6623","CP4",2003,27,3,"TA16588"
"6624","EX60",2003,29,7,"TA16589"
"6625","EX61",2005,31,10,"TA16589"
"6626","CP41",2004,18,8,"TA16592"
"6627","W51",2006,30,4,"TA16651"
"6628","SW1",2006,33,9,"TA16661"
"6629","B147",2006,26,11,"TA16670"
"6630","O71",2007,15,8,"TA16681"
"6631","O66",2008,14,8,"TA16681"
"6632","O71",2009,14,10,"TA16681"
"6633","EX43C",2003,22,6,"TA16701"
"6634","EX63",2003,28,6,"TA16721"
"6635","O23",2003,27,8,"TA16723"
"6636","SW105",2004,20,6,"TA16744"
"6637","SW105",2005,19,5,"TA16744"
"6638","C160A",2006,26,8,"TA16744"
"6639","W76",2004,17,9,"TA16754"
"6640","EX31A",2003,20,8,"TA16757"
"6641","EX31",2004,13,9,"TA16757"
"6642","EX31A",2005,20,9,"TA16757"
"6643","EX41C",2004,17,10,"TA16761"
"6644","EX2",2006,24,10,"TA16761"
"6645","EX44",2003,22,7,"TA16786"
"6646","SW27",2003,22,7,"TA16787"
"6647","EX58",2003,26,12,"TA16800"
"6648","EX59",2005,30,10,"TA16800"
"6649","C127",2003,26,8,"TA16808"
"6650","C123",2004,13,8,"TA16808"
"6651","O85",2003,22,8,"TA16839"
"6652","CP30",2003,34,7,"TA16843"
"6653","O87",2003,19,6,"TA16848"
"6654","O106",2004,24,8,"TA16848"
"6655","SW39",2003,26,5,"TA16851"
"6656","EX39C",2003,25,9,"TA16861"
"6657","EX42A",2004,19,11,"TA16861"
"6658","EX44",2005,27,11,"TA16861"
"6659","EX42A",2006,30,10,"TA16861"
"6660","EX39C",2007,20,9,"TA16861"
"6661","EX39",2008,36,9,"TA16861"
"6662","EX29A",2003,22,7,"TA16864"
"6663","EX47",2004,17,11,"TA16864"
"6664","EX43E",2005,26,10,"TA16864"
"6665","CP6",2003,34,6,"TA16894"
"6666","P16",2003,22,9,"TA16901"
"6667","EX43B",2003,26,8,"TA16923"
"6668","EX67",2004,19,7,"TA16926"
"6669","EX89",2003,33,7,"TA16928"
"6670","EX89",2004,25,8,"TA16928"
"6671","O103",2005,27,8,"TA16928"
"6672","W13",2003,27,9,"TA16957"
"6673","W31",2003,22,10,"TA16995"
"6674","SW86",2004,14,9,"TB21507"
"6675","B149",2004,28,8,"TB21526"
"6676","B136",2005,27,9,"TB21562"
"6677","B11",2006,29,8,"TB21562"
"6678","SW50",2004,17,10,"TB21633"
"6679","SW49",2005,26,7,"TB21633"
"6680","B197",2004,18,9,"TB21644"
"6681","B188",2005,13,9,"TB21644"
"6682","B87",2006,19,11,"TB21644"
"6683","EX65",2004,20,8,"TB21811"
"6684","O25",2004,24,8,"TB21870"
"6685","B208",2004,15,8,"TB21936"
"6686","SW82",2006,26,8,"TB26015"
"6687","P12",2005,24,8,"TB26045"
"6688","SW82",2005,27,10,"TB26053"
"6689","MP59",2005,21,9,"TB26054"
"6690","MP75",2006,19,11,"TB26054"
"6691","MP73",2007,13,12,"TB26054"
"6692","SW41",2005,26,12,"TB26055"
"6693","MP51",2006,37,10,"TB26069"
"6694","MP74",2005,24,8,"TB26077"
"6695","MP78",2006,23,8,"TB26077"
"6696","MP75",2007,15,8,"TB26077"
"6697","MP76",2008,22,7,"TB26077"
"6698","SW70",2005,29,12,"TB26105"
"6699","SW72",2006,24,12,"TB26105"
"6700","SW72",2007,21,11,"TB26105"
"6701","SW70",2009,18,11,"TB26105"
"6702","MP80",2005,25,8,"TB26121"
"6703","MP35",2006,18,11,"TB26121"
"6704","MP80",2007,11,9,"TB26121"
"6705","MP36",2008,13,9,"TB26121"
"6706","C24A",2005,15,9,"TB26122"
"6707","B190",2005,17,9,"TB26140"
"6708","MP50",2005,11,9,"TB26144"
"6709","MP46",2006,18,10,"TB26144"
"6710","MP7",2005,31,9,"TB26185"
"6711","W94",2005,26,10,"TB26221"
"6712","W95",2006,25,9,"TB26221"
"6713","W94",2007,11,11,"TB26221"
"6714","MP95",2005,24,8,"TB26274"
"6715","P14",2005,24,8,"TB26283"
"6716","MP36",2005,17,9,"TB26290"
"6717","MP27",2006,18,9,"TB26290"
"6718","MP32",2007,13,11,"TB26290"
"6719","B105",2005,29,7,"TB26303"
"6720","P9",2005,24,8,"TB26321"
"6721","B48",2005,24,7,"TB26349"
"6722","O10",2005,22,8,"TB26356"
"6723","EX62E",2006,26,11,"TB26362"
"6724","EX61",2007,17,10,"TB26362"
"6725","SW21",2005,26,10,"TB26367"
"6726","W105",2006,24,10,"TB26377"
"6727","W105",2007,14,14,"TB26377"
"6728","W104",2008,15,11,"TB26377"
"6729","W105",2009,11,11,"TB26377"
"6730","W105",2010,20,5,"TB26377"
"6731","EX11",2005,29,7,"TB26383"
"6732","W44",2006,29,7,"TB26387"
"6733","EX16",2005,23,10,"TB26389"
"6734","MP60",2005,14,11,"TB26510"
"6735","C148",2005,13,11,"TB26520"
"6736","O19",2005,22,7,"TB26552"
"6737","CP33",2005,24,9,"TB26574"
"6738","CP33",2006,22,8,"TB26574"
"6739","W3",2006,26,7,"TB26607"
"6740","W5",2005,25,8,"TB26609"
"6741","EX65",2005,24,11,"TB26611"
"6742","W14",2005,23,6,"TB26624"
"6743","B32",2005,32,8,"TB26647"
"6744","W33",2005,30,9,"TB26660"
"6745","O69",2006,22,7,"TB26663"
"6746","O65",2007,13,8,"TB26663"
"6747","O65",2009,12,8,"TB26663"
"6748","W103",2006,25,8,"TB26666"
"6749","O74",2005,13,12,"TB26670"
"6750","EX69",2005,30,9,"TB26674"
"6751","CP24",2005,31,9,"TB26680"
"6752","W50",2005,26,9,"TB26693"
"6753","W69",2006,26,11,"TB26693"
"6754","W50",2007,17,10,"TB26693"
"6755","CP25",2006,26,8,"TB26694"
"6756","SW14",2005,31,8,"TB26696"
"6757","SW130",2006,32,8,"TB26696"
"6758","SW130",2007,17,10,"TB26696"
"6759","SW128",2008,33,8,"TB26696"
"6760","W40",2005,20,9,"TB26699"
"6761","W46",2006,25,10,"TB26699"
"6762","W46",2007,17,11,"TB26699"
"6763","MP47",2008,15,8,"TB26724"
"6764","SW86",2007,18,7,"TB26805"
"6765","SW48",2007,21,10,"TB26824"
"6766","SW47",2008,37,9,"TB26824"
"6767","EX51",2007,15,8,"TB26839"
"6768","W100",2008,18,10,"TB26841"
"6769","SW90",2007,14,8,"TB26845"
"6770","EX41B",2007,19,8,"TB26874"
"6771","EX51C",2007,17,9,"TB26890"
"6772","EX51B",2008,20,9,"TB26890"
"6773","EX51C",2009,18,9,"TB26890"
"6774","SW80A",2008,30,8,"TB26900"
"6775","C61",2004,20,6,"TB27024"
"6776","B92",2004,14,9,"TB27036"
"6777","EX73",2007,21,9,"TB27061"
"6778","C148",2007,15,11,"TB27138"
"6779","C45",2008,11,11,"TB27138"
"6780","C46",2010,13,11,"TB27138"
"6781","O55",2007,17,11,"TB27182"
"6782","O55",2008,17,9,"TB27182"
"6783","O37",2007,18,11,"TB27188"
"6784","O26",2008,24,11,"TB27188"
"6785","C163",2008,19,9,"TB27253"
"6786","C160B",2008,25,8,"TB27262"
"6787","O116",2008,17,5,"TB27268"
"6788","O116",2009,12,9,"TB27268"
"6789","EX70",2008,27,8,"TB27277"
"6790","C112",2008,25,7,"TB27284"
"6791","SW110",2007,15,9,"TB27303"
"6792","SW109",2008,15,8,"TB27303"
"6793","O68",2007,15,11,"TB27305"
"6794","O52",2007,13,10,"TB27306"
"6795","W91",2007,17,5,"TB27312"
"6796","W84",2008,20,7,"TB27312"
"6797","C42",2007,18,8,"TB27357"
"6798","C44",2008,16,6,"TB27357"
"6799","C44",2009,15,8,"TB27357"
"6800","O64",2008,24,4,"TB27423"
"6801","MP51",2008,25,8,"TB27439"
"6802","MP78",2009,14,9,"TB27439"
"6803","MP77",2010,15,11,"TB27439"
"6804","O75D",2008,25,6,"TB27445"
"6805","SW106",2009,26,9,"TB27445"
"6806","SW105",2012,3,9,"TB27445"
"6807","B163",2008,30,6,"TB27452"
"6808","B62",2009,15,8,"TB27452"
"6809","B63",2010,22,7,"TB27452"
"6810","EX9",2007,18,10,"TB28383"
"6811","EX80",2008,26,9,"TB79277"
"6812","W64A",2007,13,10,"TC52694"
"6813","B196",2006,24,10,"TC58018"
"6814","B196",2007,19,10,"TC58018"
"6815","W13",2005,24,8,"TC58024"
"6816","W54",2005,25,7,"TC58032"
"6817","W35",2006,27,8,"TC58032"
"6818","W60",2005,26,8,"TC58038"
"6819","CP15",2007,15,8,"TC58046"
"6820","CP16",2008,23,8,"TC58046"
"6821","CP14A",2009,18,9,"TC58046"
"6822","B21",2005,21,7,"TC58054"
"6823","B222",2006,31,9,"TC58091"
"6824","CP5",2006,35,7,"TC58100"
"6825","CP6",2007,21,8,"TC58100"
"6826","W4B",2008,37,6,"TC58100"
"6827","CP5A",2009,22,7,"TC58100"
"6828","C160A",2005,25,8,"TC58112"
"6829","C10",2006,21,9,"TC58114"
"6830","CP25",2005,31,8,"TC58132"
"6831","EX62A",2005,30,9,"TC58140"
"6832","EX47A",2005,27,10,"TC58142"
"6833","EX47A",2006,27,9,"TC58142"
"6834","MP25",2006,23,10,"TC58158"
"6835","MP23",2007,16,10,"TC58158"
"6836","MP33",2009,16,11,"TC58158"
"6837","C26",2005,22,8,"TC58161"
"6838","C2",2006,27,8,"TC58161"
"6839","SW6",2005,31,8,"TC58162"
"6840","SW44",2005,28,9,"TC58171"
"6841","W2",2005,32,9,"TC58172"
"6842","EX5A",2005,30,8,"TC58188"
"6843","O104",2005,27,21,"TC58189"
"6844","C110",2005,18,9,"TC58193"
"6845","C7",2008,15,5,"TC58193"
"6846","C141",2005,26,11,"TC58197"
"6847","O105",2005,26,7,"TC58205"
"6848","O104",2006,27,9,"TC58205"
"6849","O69",2007,16,9,"TC58205"
"6850","EX51A",2006,28,9,"TC58206"
"6851","EX51A",2007,17,10,"TC58206"
"6852","EX51A",2008,28,9,"TC58206"
"6853","MP48",2005,24,9,"TC58229"
"6854","EX15",2007,17,10,"TC58246"
"6855","O86",2007,19,9,"TC58275"
"6856","EX91",2008,26,9,"TC58275"
"6857","SW54",2005,27,8,"TC58281"
"6858","CP1",2005,30,9,"TC58284"
"6859","W4B",2006,27,6,"TC58284"
"6860","W4B",2007,16,9,"TC58284"
"6861","CP5B",2008,27,8,"TC58284"
"6862","O86",2005,24,8,"TC58306"
"6863","O13",2005,27,7,"TC58321"
"6864","O5",2006,23,9,"TC58323"
"6865","O6",2007,16,8,"TC58323"
"6866","W99A",2005,21,11,"TC58350"
"6867","O5",2005,20,9,"TC58351"
"6868","W87",2005,15,6,"TC58365"
"6869","W67",2005,26,8,"TC58368"
"6870","CP36",2005,27,10,"TC58381"
"6871","EX68",2006,24,11,"TC58392"
"6872","O33",2005,26,10,"TC58408"
"6873","EX5",2005,23,8,"TC58414"
"6874","EX5",2006,24,10,"TC58414"
"6875","CP23",2006,27,10,"TC58420"
"6876","MP25",2008,26,11,"TC58458"
"6877","W81",2005,19,13,"TC58463"
"6878","W84",2006,23,8,"TC58463"
"6879","O95",2005,19,9,"TC58464"
"6880","W43",2005,25,9,"TC58497"
"6881","W68",2006,23,9,"TC58497"
"6882","W67",2007,16,8,"TC58497"
"6883","EX51C",2005,27,11,"TC58505"
"6884","O54",2005,25,8,"TC58508"
"6885","W24",2005,24,10,"TC58510"
"6886","W24",2006,26,10,"TC58510"
"6887","W24",2007,15,10,"TC58510"
"6888","W24",2008,24,9,"TC58510"
"6889","EX14A",2005,25,11,"TC58515"
"6890","EX12A",2005,32,8,"TC58559"
"6891","W60",2006,37,8,"TC58563"
"6892","W42",2005,25,10,"TC58577"
"6893","W38",2006,26,11,"TC58577"
"6894","W44",2007,17,12,"TC58577"
"6895","W49",2008,34,6,"TC58577"
"6896","W44",2009,16,10,"TC58577"
"6897","EX51",2005,32,12,"TC58580"
"6898","W96",2005,22,8,"TC58583"
"6899","W93",2006,24,9,"TC58583"
"6900","W95",2007,13,11,"TC58583"
"6901","CP10",2005,23,9,"TC58585"
"6902","B168",2005,29,7,"TC58607"
"6903","EX29",2008,31,8,"TC58622"
"6904","EX62G",2008,30,7,"TC58632"
"6905","EX62G",2009,17,8,"TC58632"
"6906","EX62E",2010,15,9,"TC58632"
"6907","C54",2008,12,8,"TC58655"
"6908","C53",2009,10,10,"TC58655"
"6909","C53",2010,17,11,"TC58655"
"6910","C54",2011,9,11,"TC58655"
"6911","EX49A",2006,26,8,"TC58755"
"6912","EX49A",2007,12,10,"TC58755"
"6913","EX49A",2008,19,8,"TC58755"
"6914","CP43",2008,25,7,"TC58776"
"6915","CP43",2009,23,7,"TC58776"
"6916","EX43",2006,27,10,"TC58781"
"6917","EX43C",2007,15,10,"TC58781"
"6918","CP8",2006,26,6,"TC58795"
"6919","CP40A",2007,13,12,"TC58797"
"6920","SW86",2006,22,9,"TC58812"
"6921","SW89",2007,14,8,"TC58812"
"6922","EX51D",2006,39,8,"TC58817"
"6923","P23",2008,31,6,"TC58930"
"6924","P13",2009,15,10,"TC58932"
"6925","P13",2010,18,10,"TC58932"
"6926","CP16",2007,12,9,"TC59019"
"6927","EX71",2007,17,11,"TC59023"
"6928","EX12",2008,16,8,"TC59175"
"6929","C62",2006,29,7,"TC59291"
"6930","P8",2007,19,9,"TC59307"
"6931","P9",2008,27,8,"TC59307"
"6932","SW131",2007,17,8,"TC59312"
"6933","O82",2007,17,8,"TC59320"
"6934","O82",2008,19,7,"TC59320"
"6935","O108",2009,18,8,"TC59320"
"6936","O57",2007,19,9,"TC59357"
"6937","CP1",2007,21,9,"TC59363"
"6938","W52",2007,11,8,"TC59394"
"6939","W3",2007,20,8,"TC59481"
"6940","W4A",2008,27,8,"TC59481"
"6941","EX68",2007,21,6,"TC59601"
"6942","EX29",2007,20,9,"TC59607"
"6943","EX28",2008,24,9,"TC59607"
"6944","EX28",2009,16,10,"TC59607"
"6945","W98",2007,21,7,"TC59608"
"6946","EX11",2007,21,9,"TC59612"
"6947","EX14A",2008,25,10,"TC59612"
"6948","EX36",2009,17,11,"TC59612"
"6949","W45",2007,18,10,"TC59623"
"6950","B72",2007,19,10,"TC59631"
"6951","B140",2008,28,9,"TC59631"
"6952","B67",2009,14,10,"TC59631"
"6953","CP40",2007,20,8,"TC59635"
"6954","SW15",2007,14,6,"TC59645"
"6955","EX80",2007,18,8,"TC59652"
"6956","W71",2009,15,9,"TC59686"
"6957","W80",2010,18,7,"TC59686"
"6958","W80",2012,13,8,"TC59686"
"6959","W66",2013,38,5,"TC59686"
"6960","O87",2008,26,9,"TC59689"
"6961","O76",2007,13,11,"TC59691"
"6962","EX4",2007,21,6,"TC59701"
"6963","EX4",2008,27,8,"TC59701"
"6964","EX62H",2007,23,10,"TC59725"
"6965","C40",2007,13,8,"TC59734"
"6966","W74",2007,19,10,"TC59749"
"6967","W52",2008,22,9,"TC59749"
"6968","W53",2009,13,11,"TC59749"
"6969","W67",2011,10,9,"TC59749"
"6970","W97",2007,17,8,"TC59761"
"6971","W97",2008,18,9,"TC59761"
"6972","W97",2009,8,12,"TC59761"
"6973","W2",2008,30,9,"TC59783"
"6974","W103",2007,24,8,"TC59802"
"6975","B91",2007,19,10,"TC59808"
"6976","B15",2009,11,12,"TC59808"
"6977","EX47A",2007,24,7,"TC59842"
"6978","EX47A",2008,29,8,"TC59842"
"6979","B215",2007,25,7,"TC59873"
"6980","W69",2007,20,8,"TC59893"
"6981","W45",2008,25,10,"TC59893"
"6982","O42",2007,18,8,"TC59916"
"6983","O4",2007,17,8,"TC59939"
"6984","EX74",2007,18,8,"TC59941"
"6985","EX74",2008,31,9,"TC59941"
"6986","EX10",2015,15,9,"TE03611"
"6987","EX10",2016,28,6,"TE03611"
"6988","EX9",2018,24,8,"TE03611"
"6989","EX10",2019,6,8,"TE03611"
"6990","CP12",2015,14,9,"TE03615"
"6991","O48",2015,25,7,"TE03622"
"6992","MP11",2015,13,8,"TE03625"
"6993","MP7",2016,35,4,"TE03625"
"6994","P5",2015,20,6,"TE03632"
"6995","EX51A",2015,27,8,"TE03673"
"6996","EX79",2015,16,9,"TE03681"
"6997","SW113",2015,27,9,"TE03686"
"6998","SW113",2016,30,5,"TE03686"
"6999","MP47",2006,34,7,"TE79013"
"7000","MP42",2007,18,10,"TE79013"
"7001","MP41",2008,24,8,"TE79013"
"7002","MP38",2009,11,9,"TE79013"
"7003","MP42",2010,19,9,"TE79013"
"7004","MP53",2006,20,10,"TE79039"
"7005","MP57",2007,12,9,"TE79039"
"7006","MP53",2008,14,7,"TE79039"
"7007","MP56",2009,11,10,"TE79039"
"7008","MP53",2010,17,7,"TE79039"
"7009","MP56",2011,10,11,"TE79039"
"7010","MP53",2012,12,8,"TE79039"
"7011","MP92",2006,25,8,"TE79083"
"7012","MP78",2007,19,10,"TE79151"
"7013","B206",2007,16,11,"TE79165"
"7014","CP14A",2006,25,7,"TE79225"
"7015","EX41E",2007,19,11,"TE79277"
"7016","EX53",2006,22,9,"TE79324"
"7017","B89",2006,24,7,"TE79381"
"7018","B193",2007,18,8,"TE79381"
"7019","EX48",2006,27,10,"TE79387"
"7020","EX55",2008,26,10,"TE79387"
"7021","EX62D",2007,20,8,"TE79390"
"7022","EX62D",2008,27,9,"TE79390"
"7023","CP38",2006,22,10,"TE79541"
"7024","P6",2006,20,9,"TE79554"
"7025","C52",2006,28,6,"TE79569"
"7026","SW43",2006,24,8,"TE79646"
"7027","EX80",2006,25,9,"TE79729"
"7028","EX42",2006,28,9,"TE79755"
"7029","O48",2008,22,7,"TE79766"
"7030","EX5A",2006,30,9,"TE79798"
"7031","EX46",2006,28,7,"TE79801"
"7032","EX47",2007,15,8,"TE79801"
"7033","EX46",2008,24,10,"TE79801"
"7034","O16",2007,15,11,"TE79837"
"7035","O16",2008,24,11,"TE79837"
"7036","EX62",2006,21,10,"TE79844"
"7037","EX62A",2007,14,11,"TE79844"
"7038","EX62",2008,24,9,"TE79844"
"7039","C58",2006,25,7,"TE79870"
"7040","C40",2006,27,8,"TE79871"
"7041","C141",2007,13,10,"TE79871"
"7042","C40",2008,20,9,"TE79871"
"7043","C41",2009,17,10,"TE79871"
"7044","SW120",2008,20,10,"TE79914"
"7045","SW120",2009,8,9,"TE79914"
"7046","SW121",2010,11,11,"TE79914"
"7047","EX8",2008,27,10,"TE79918"
"7048","EX86",2006,32,11,"TE80006"
"7049","B194A",2006,24,7,"TE80011"
"7050","B194A",2007,14,8,"TE80011"
"7051","SW9",2006,22,12,"TE80035"
"7052","SW10",2007,14,10,"TE80035"
"7053","SW10",2008,29,11,"TE80035"
"7054","O60",2006,24,6,"TE80049"
"7055","O60",2007,13,7,"TE80049"
"7056","EX81A",2007,21,9,"TE80064"
"7057","B165",2006,23,10,"TE80067"
"7058","EX39A",2006,24,8,"TE80110"
"7059","EX39A",2007,17,10,"TE80110"
"7060","EX42A",2008,27,9,"TE80110"
"7061","EX39C",2009,19,9,"TE80110"
"7062","CP36",2007,15,6,"TE80115"
"7063","CP36",2008,17,10,"TE80115"
"7064","EX62G",2006,30,9,"TE80125"
"7065","EX62E",2007,14,10,"TE80125"
"7066","O102",2006,26,9,"TE80127"
"7067","O25",2006,27,10,"TE80216"
"7068","O25",2007,9,11,"TE80216"
"7069","EX41D",2006,26,10,"TE80229"
"7070","MP15",2006,18,8,"TE80258"
"7071","EX20",2006,20,8,"TE80266"
"7072","EX20",2007,11,9,"TE80266"
"7073","EX20",2008,15,7,"TE80266"
"7074","EX19A",2010,12,9,"TE80266"
"7075","W99A",2006,31,7,"TE80269"
"7076","P2",2006,24,10,"TE80294"
"7077","P12",2007,17,8,"TE80294"
"7078","B90",2006,36,7,"TE80309"
"7079","W36",2006,29,9,"TE80336"
"7080","SW71",2006,23,7,"TE80347"
"7081","CP39",2006,15,9,"TE80407"
"7082","CP39",2007,10,8,"TE80407"
"7083","O58",2006,34,9,"TE80456"
"7084","EX39",2006,28,11,"TE80458"
"7085","W92",2006,23,8,"TE80501"
"7086","W92",2007,15,9,"TE80501"
"7087","W91",2008,21,9,"TE80501"
"7088","O7",2006,22,9,"TE80505"
"7089","B184",2006,21,8,"TE80522"
"7090","CP21",2006,26,9,"TE80531"
"7091","CP14A",2007,15,10,"TE80531"
"7092","W7",2006,25,8,"TE80534"
"7093","W7",2007,16,9,"TE80534"
"7094","EX71",2006,22,9,"TE80544"
"7095","O20",2006,25,8,"TE80553"
"7096","W39",2006,32,9,"TE80558"
"7097","EX69",2006,27,7,"TE80569"
"7098","EX51B",2006,27,8,"TE80606"
"7099","W29",2006,27,9,"TE80611"
"7100","CP20",2006,21,9,"TE80618"
"7101","W52",2006,27,8,"TE80635"
"7102","W61",2007,18,9,"TE80635"
"7103","EX8",2007,18,10,"TE80637"
"7104","W87",2006,24,8,"TE80677"
"7105","W89",2007,18,8,"TE80677"
"7106","W87",2008,25,9,"TE80677"
"7107","W22",2006,24,10,"TE80717"
"7108","W22",2007,17,10,"TE80717"
"7109","C9",2019,14,6,"TE80778"
"7110","W95",2020,13,9,"TE80782"
"7111","W77",2021,17,8,"TE80782"
"7112","W77",2022,14,9,"TE80782"
"7113","O21",2019,13,9,"TE80789"
"7114","O21",2020,14,9,"TE80789"
"7115","O30",2021,15,10,"TE80789"
"7116","O21",2022,14,11,"TE80789"
"7117","P14",2020,17,9,"TE80810"
"7118","B215",2019,18,8,"TE80814"
"7119","B14",2019,20,9,"TE80864"
"7120","B97",2020,18,7,"TE80864"
"7121","B225",2019,22,8,"TE80886"
"7122","B213",2019,20,9,"TE80889"
"7123","B196",2019,18,8,"TE80892"
"7124","MP42",2020,25,8,"TE80990"
"7125","MP42",2021,24,6,"TE80990"
"7126","MP42",2022,18,8,"TE80990"
"7127","C136",2020,16,10,"TE80994"
"7128","C136",2021,7,10,"TE80994"
"7129","C20",2020,14,10,"TE80998"
"7130","SW127",2020,26,7,"TE80999"
"7131","W62",2008,31,9,"TJ24022"
"7132","W50",2009,15,10,"TJ24022"
"7133","SW134",2008,36,9,"TJ24171"
"7134","EX77",2009,22,10,"TJ24171"
"7135","EX77",2010,23,9,"TJ24171"
"7136","O81",2008,27,10,"TJ24202"
"7137","EX39A",2008,27,8,"TJ24350"
"7138","P21",2010,19,7,"TJ24511"
"7139","P21",2011,19,7,"TJ24511"
"7140","CP7",2009,9,10,"TJ24598"
"7141","CP7",2010,9,8,"TJ24598"
"7142","SW32",2015,17,6,"TJ24614"
"7143","EX5A",2015,22,6,"TJ24630"
"7144","O12",2016,39,2,"TJ24630"
"7145","O20",2018,23,6,"TJ24630"
"7146","W49",2015,22,7,"TJ24645"
"7147","B201",2015,22,8,"TJ24672"
"7148","P9",2016,40,8,"TJ24672"
"7149","B185",2017,23,8,"TJ24672"
"7150","W42",2015,18,7,"TJ24696"
"7151","EX3",2015,19,10,"TJ24698"
"7152","CP41",2013,36,6,"TJ24711"
"7153","EX36",2010,15,10,"TJ24715"
"7154","EX61",2012,15,6,"TJ24728"
"7155","EX61",2013,38,6,"TJ24728"
"7156","O55",2010,21,9,"TJ24751"
"7157","W32",2010,17,13,"TJ24834"
"7158","W54",2011,16,8,"TJ24834"
"7159","W41",2010,21,9,"TJ24864"
"7160","W39",2011,14,7,"TJ24864"
"7161","W39",2012,22,6,"TJ24864"
"7162","CP2",2010,25,8,"TJ24874"
"7163","EX51A",2010,20,10,"TJ24945"
"7164","W58",2010,18,8,"TJ24961"
"7165","W57",2012,12,7,"TJ24961"
"7166","CP43",2013,31,6,"TJ24974"
"7167","O13",2009,16,8,"TJ25269"
"7168","O13A",2010,13,10,"TJ25269"
"7169","O13A",2012,24,8,"TJ25269"
"7170","CP39",2011,9,9,"TJ25282"
"7171","CP29",2009,16,8,"TJ25288"
"7172","CP29",2010,15,9,"TJ25288"
"7173","B222",2008,25,9,"TJ25799"
"7174","B7",2009,13,12,"TJ25799"
"7175","B89",2008,27,8,"TJ26069"
"7176","B90",2009,14,8,"TJ26069"
"7177","MP89",2009,17,12,"TJ26089"
"7178","O86",2009,16,8,"TJ26161"
"7179","O64",2009,18,8,"TJ26190"
"7180","O61",2010,15,9,"TJ26190"
"7181","O67",2010,18,10,"TJ26196"
"7182","O56",2009,18,10,"TJ26240"
"7183","O54",2010,15,11,"TJ26240"
"7184","O54",2011,13,11,"TJ26240"
"7185","O56",2012,21,8,"TJ26240"
"7186","P5",2009,20,8,"TJ26252"
"7187","P5",2010,22,7,"TJ26252"
"7188","P12",2011,13,10,"TJ26252"
"7189","MP73",2008,21,11,"TJ26502"
"7190","B27",2008,19,8,"TJ26504"
"7191","MP40",2008,26,9,"TJ26506"
"7192","MP54",2008,16,6,"TJ26665"
"7193","MP41",2009,9,9,"TJ26665"
"7194","MP47",2011,8,10,"TJ26665"
"7195","MP27",2012,4,10,"TJ26665"
"7196","MP18",2008,28,8,"TJ26753"
"7197","MP87",2009,16,10,"TJ26753"
"7198","MP18",2010,18,7,"TJ26753"
"7199","MP18",2011,11,9,"TJ26753"
"7200","MP69",2008,12,7,"TJ26765"
"7201","SW33",2019,11,10,"TJ26822"
"7202","SW112",2018,27,7,"TJ26865"
"7203","SW121",2018,22,10,"TJ26866"
"7204","C132",2019,14,9,"TJ26875"
"7205","SW35",2019,19,8,"TJ26880"
"7206","SW35",2020,19,8,"TJ26880"
"7207","SW34",2021,22,7,"TJ26880"
"7208","SW33",2022,24,7,"TJ26880"
"7209","O42",2019,21,7,"TJ26883"
"7210","EX51",2008,26,8,"TJ27445"
"7211","W57",2008,25,9,"TJ27510"
"7212","W26",2009,17,10,"TJ27510"
"7213","W27",2011,11,10,"TJ27510"
"7214","EX38A",2008,26,6,"TJ27515"
"7215","EX14B",2008,25,9,"TJ27563"
"7216","EX14B",2009,16,11,"TJ27563"
"7217","EX18A",2010,14,11,"TJ27563"
"7218","EX18A",2011,13,10,"TJ27563"
"7219","O21",2008,18,9,"TJ27564"
"7220","CP1",2008,26,9,"TJ27568"
"7221","W69",2008,26,7,"TJ27582"
"7222","W67",2009,15,9,"TJ27582"
"7223","W67",2010,20,7,"TJ27582"
"7224","O35",2008,24,8,"TJ27586"
"7225","O46",2009,17,9,"TJ27586"
"7226","O30",2010,19,8,"TJ27586"
"7227","EX90",2008,29,11,"TJ27613"
"7228","B217",2008,25,8,"TJ27682"
"7229","B32",2008,32,7,"TJ27702"
"7230","W21",2010,25,5,"TJ27740"
"7231","EX68",2008,28,7,"TJ27864"
"7232","CP24",2008,34,9,"TJ27899"
