box,year,April_lay_date,April_hatch_date,Clutch_size,Mother
EX79,1982,25,49,10,KR81490
EX81A,1983,25,46,10,KR81490
SW110,1980,30,52,10,KR81495
B67,1979,45,63,7,KR81512
B215,1982,33,52,7,KR81542
EX62I,1993,24,43,8,KR81672
C26,1979,38,59,10,KR81916
C111,1979,43,65,11,KR81940
O24,1981,27,52,10,KR83081
O22,1981,24,52,12,KR83082
O46,1982,26,49,11,KR83082
O47,1983,34,56,12,KR83082
O32,1984,33,56,11,KR83082
SW112,1981,34,53,8,KR83085
SW106,1981,27,49,8,KR83086
SW104,1982,24,47,9,KR83086
C161,1983,28,51,10,KR83086
SW78,1981,34,54,9,KR83087
CP43,1983,25,46,9,KR83087
P12,1981,25,47,7,KR83091
O27,1981,35,56,10,KR83092
SW42,1981,36,56,8,KR83093
SW31,1982,29,52,9,KR83093
SW44,1981,40,58,7,KR83094
SW37,1982,30,50,8,KR83094
SW36,1983,33,53,8,KR83094
SW16,1984,50,70,7,KR83094
O68,1981,39,59,11,KR83095
SW109,1981,34,54,8,KR83096
P22,1981,36,58,9,KR83098
O76,1981,33,54,9,KR83100
SW55,1980,28,50,9,KR84454
O71,1980,22,48,10,KR84456
O10,1980,19,43,11,KR84461
O38A,1980,22,47,10,KR84464
O38,1982,23,48,10,KR84464
SW2,1980,24,47,10,KR84466
SW7,1981,33,54,10,KR84466
O27A,1980,24,50,11,KR84467
SW9,1980,25,51,10,KR84472
SW117,1980,30,51,8,KR84473
SW113,1982,30,49,8,KR84473
SW113,1983,25,47,9,KR84473
O41,1980,37,55,8,KR84475
O42,1981,33,54,8,KR84475
SW33,1980,38,57,9,KR84477
CP43,1981,28,50,9,KR84536
CP40,1981,34,56,8,KR84542
EX34,1981,21,44,7,KR84546
EX32,1981,22,45,7,KR84547
EX13A,1981,24,47,8,KR84548
EX14,1981,20,43,7,KR84549
W81,1981,17,46,10,KR84550
EX40,1981,18,44,11,KR84552
EX39C,1981,21,43,7,KR84553
W63,1981,24,46,5,KR84555
W65,1982,27,48,8,KR84555
CP19,1981,26,45,6,KR84557
EX45,1981,33,56,9,KR84559
EX32,1982,26,51,11,KR84559
EX31,1983,27,50,11,KR84559
EX32,1984,52,71,10,KR84559
EX70,1981,34,55,9,KR84561
O107,1981,37,57,10,KR84562
EX75A,1981,23,50,5,KR84563
W56,1981,26,54,11,KR84566
W39,1982,27,52,12,KR84566
EX51D,1981,25,46,7,KR84568
EX49A,1981,36,59,9,KR84571
W9,1981,36,57,11,KR84572
W9,1982,28,53,11,KR84572
W2,1983,30,53,12,KR84572
W6,1984,32,56,11,KR84572
W1,1987,28,50,12,KR84572
B98,1979,34,57,10,KR84851
B100,1980,22,48,12,KR84851
B107,1981,33,54,10,KR84851
B46,1978,37,57,10,KR84852
B60,1979,36,58,11,KR84852
B159,1980,21,44,12,KR84852
B159,1982,25,48,11,KR84852
SW84,1978,43,64,11,KR84853
C150,1978,36,55,7,KR84855
B226,2003,28,51,8,KS78024
MP27,2003,25,45,8,KS78042
B26,2003,26,48,8,KS78050
B24,2003,33,53,8,KS78055
B137,2003,28,47,6,KS78064
SW113,2000,25,43,7,KS78560
SW114,2001,28,51,6,KS78560
O64,2001,28,42,8,KS78565
P11,2003,22,52,10,KS78584
B229,2003,24,45,8,KS78605
B25,2003,27,49,4,KS78619
EX11,2011,11,33,11,L171472
EX14A,2012,14,41,10,L171472
C56,2012,6,30,9,L311300
C155,2013,24,45,9,L311300
C56,2014,17,34,6,L311300
C55,2015,19,38,6,L311300
B195,2011,17,35,8,L311889
B225,2012,12,37,8,L311889
W50,2011,14,34,11,L311897
W50,2012,16,37,6,L311897
W51,2013,33,53,7,L311897
O55,2011,23,42,8,L312153
B88,2012,16,38,8,L312170
O53,2011,17,39,10,L312293
SW115,2011,17,39,11,L312300
O3,2011,11,32,7,L312889
B96,2011,17,35,8,L313295
B76,2012,21,41,6,L314214
B29,2013,35,54,7,L314214
B30,2014,13,33,6,L314214
B76,2015,24,47,6,L314214
B163,2011,19,38,9,L315001
B161,2012,27,46,11,L315001
B62,2013,38,58,5,L315001
CP8,2013,27,52,8,L315026
CP4,2011,20,41,9,L315036
B145,2011,12,33,10,L315098
B38,2012,19,42,6,L315098
B163,2013,35,58,8,L315098
B188,2010,22,45,9,L315206
B185,2010,27,44,6,L315207
B85,2012,17,40,8,L315207
B86,2013,29,50,8,L315207
B87,2014,15,37,8,L315207
B36,2010,22,45,11,L315209
C35,2010,25,45,7,L315210
B86,2011,13,32,8,L315217
B47,2010,24,48,11,L315233
B224,2010,18,55,13,L315234
C107,2010,11,34,8,L315401
C104,2012,1,30,10,L315401
C3B,2013,16,38,7,L315401
C150,2011,6,26,8,L315402
C49,2012,3,27,8,L315402
C154,2013,25,47,7,L315402
C109,2010,19,38,6,L315403
C3B,2010,18,38,9,L315404
C4,2011,11,33,10,L315404
C161,2012,4,27,9,L315404
SW109,2012,5,30,8,L315409
SW109,2013,24,44,7,L315409
SW108,2014,3,30,8,L315409
C52,2010,23,43,9,L315423
C117,2010,23,43,8,L315424
C19,2010,35,53,7,L315436
O17,2013,36,56,5,L315622
O56,2014,15,35,6,L315622
W6,2010,21,40,7,L315801
EX62I,2010,16,40,11,L315802
EX47,2010,18,42,11,L315805
EX46,2011,13,36,11,L315805
EX43D,2014,13,40,10,L315805
CP3,2010,19,42,10,L315808
CP43,2012,1,26,10,L315810
EX80,2011,15,37,11,L315878
EX80,2012,16,45,10,L315878
EX79,2011,13,33,10,L315886
EX72A,2012,17,53,9,L315886
EX41A,2012,16,40,10,L315887
EX41A,2014,15,36,9,L315887
EX41D,2015,18,37,11,L315887
EX69,2011,17,37,9,L315894
EX43A,2011,14,35,9,L808067
C111,2011,13,32,9,L808160
SW71,2011,22,43,10,L808164
SW72,2012,18,45,7,L808164
EX51B,2011,9,31,10,L808332
SW1,2011,15,35,10,L808419
SW2,2012,25,47,5,L808419
SW22,2011,14,34,10,L808480
SW22,2012,16,43,5,L808480
SW23,2013,31,49,7,L808480
B179,2011,15,37,10,L808500
B181,2012,18,42,9,L808500
B181,2013,35,57,7,L808500
C126,2012,9,33,7,L808544
C122,2013,32,51,6,L808544
C122,2012,15,40,7,L808549
C134,2013,42,62,8,L808549
C24B,2012,3,27,9,L808594
C137,2013,25,46,7,L808594
C102,2014,8,30,10,L808594
EX47,2012,14,43,11,L808660
MP51,2012,5,22,6,L808668
MP59,2011,16,36,10,L808679
MP59,2012,6,29,7,L808679
MP52,2013,23,46,7,L808679
MP56,2014,6,27,9,L808679
MP6,2011,15,34,8,L808688
B92,2011,15,36,9,L808691
B117,2011,21,40,7,L808693
B118,2012,13,38,6,L808693
W85,2011,22,60,5,L808736
W64A,2012,10,32,9,L808736
W81,2013,29,50,8,L808736
W92,2014,7,34,11,L808736
W62,2011,14,35,11,L808756
EX35A,2011,11,32,8,L808757
EX34,2012,13,34,6,L808757
EX37,2013,32,57,6,L808757
B42,2011,15,34,9,L808862
B171,2012,16,38,6,L808862
B71,2013,34,61,9,L808862
B71,2014,11,33,8,L808862
B208,2011,13,36,10,L808865
B208,2012,14,48,8,L808865
SW80A,2011,21,39,7,L808879
SW80A,2012,15,44,7,L808879
CP8,2011,23,43,8,L809071
O115,2011,14,35,10,L809077
SW122,2012,23,48,7,L809077
EX53,2011,14,35,11,L809091
O64,2012,5,48,12,L809317
C41,2011,11,31,9,L809321
C48,2012,22,48,5,L809321
C15,2011,13,33,10,L809323
C111,2012,9,30,8,L809323
C108,2014,3,26,10,L809323
C12,2015,8,28,7,L809323
C9A,2011,10,30,9,L809325
SW124,2011,13,34,9,L809341
SW124,2012,19,44,9,L809341
C20,2011,11,36,11,L809350
C24,2011,18,37,7,L809356
O59,2011,17,36,8,L809360
SW119,2011,19,38,9,L809365
O66,2011,20,39,9,L809411
O66,2012,16,43,9,L809411
O66,2013,34,56,9,L809411
O66,2015,27,52,9,L809411
O66,2016,34,54,8,L809411
O66,2017,21,43,9,L809411
O78A,2018,33,55,8,L809411
O10,2011,12,32,8,L809426
O10,2012,4,27,6,L809426
O11,2013,32,54,8,L809426
O11,2014,10,38,10,L809426
O7,2012,15,36,8,L809427
O8,2013,32,52,7,L809427
B112,2013,36,55,7,L809433
B14,2014,13,37,8,L809433
B112,2015,20,43,7,L809433
B226,2011,26,45,8,L809439
B189,2012,15,38,7,L809439
MP70,2011,11,30,5,L809606
MP71,2012,8,32,8,L809606
MP70,2013,32,50,5,L809606
MP65,2014,5,25,9,L809606
MP65,2015,11,33,8,L809606
MP43,2011,10,30,9,L809615
MP31,2011,13,34,9,L809630
MP35,2012,11,36,8,L809630
MP46,2011,12,34,9,L809631
B227,2011,15,34,8,L809644
B93,2011,17,35,8,L809646
B119,2012,21,42,7,L809646
B92,2013,40,60,7,L809646
MP89,2014,11,32,8,L809646
MP90,2015,19,41,8,L809646
SW89,2011,16,37,9,L809654
SW89,2012,14,50,9,L809654
P13,2011,17,36,10,L809660
P12,2012,16,42,6,L809660
EX43E,1999,28,48,9,N092600
P15,2005,16,38,9,N199005
O76,2004,24,45,9,N199006
SW28,2004,20,44,9,N199010
O37,2004,24,45,8,N199011
O78A,2004,23,46,10,N199012
O81,2005,19,43,9,N199012
O67,2004,29,51,10,N199014
O67,2005,26,47,8,N199014
O21,2005,21,45,8,N199016
O21,2006,25,46,10,N199016
O13,2006,26,48,10,N199048
O13,2007,17,38,10,N199048
O11,2008,22,43,10,N199048
EX60,2006,30,51,9,N199070
EX65,2007,16,34,7,N199072
EX65,2008,28,52,9,N199072
EX43A,2007,17,37,8,N199087
MP73,2004,13,37,10,N199103
MP67,2004,18,39,8,N199104
MP51,2004,19,37,6,N199105
MP49,2006,24,45,7,N199105
MP7,2004,18,39,9,N199106
MP34,2004,17,39,10,N199107
MP59,2004,19,40,8,N199108
MP70,2004,22,42,8,N199109
MP70,2005,21,41,6,N199109
MP71,2006,24,43,9,N199109
MP71,2008,18,37,7,N199109
MP60,2004,20,43,10,N199111
MP32,2004,35,52,7,N199114
B213,2004,19,37,7,N199222
B70,2004,21,40,6,N199231
B165,2004,19,41,9,N199233
B67,2005,18,41,9,N199233
B53,2004,25,46,8,N199278
B141,2005,22,43,8,N199294
B81,2005,25,43,5,N199295
B207,2006,23,42,7,N199295
B181,2007,15,33,6,N199295
P6,2005,17,42,4,N199299
MP89,2006,24,43,9,N199312
MP15,2007,17,36,9,N199312
MP17,2008,18,41,9,N199312
MP3,2006,22,45,9,N199318
SW87,2006,27,47,9,N199319
B168,2007,22,41,8,N199319
B211,2006,22,45,11,N199324
B27,2006,41,59,8,N199325
MP18,2006,25,45,8,N199329
MP18,2007,19,37,8,N199329
MP12,2006,37,54,6,N199331
MP11,2007,20,37,7,N199331
MP10,2008,29,47,5,N199331
MP1,2009,17,37,8,N199331
MP6,2010,23,43,8,N199331
B60,2006,23,42,7,N199333
B59,2007,15,35,8,N199333
B77,2006,22,42,9,N199336
B225,2007,19,39,8,N199363
MP65,2006,25,45,6,N199380
MP9,2006,28,46,6,N199381
MP36,2006,28,47,6,N199383
MP35,2007,18,37,8,N199383
MP32,2008,22,42,7,N199383
MP14,2006,28,47,8,N199384
MP26,2006,26,48,10,N199385
MP70,2006,29,47,3,N199387
MP70,2007,15,34,7,N199387
MP43,2006,29,50,8,N199388
W80,2006,28,49,9,N199389
W83,2006,24,47,9,N199390
C101,2006,29,48,6,N199406
C57,2006,26,45,7,N199418
C54,2007,16,35,8,N199418
C104,2006,26,46,8,N199421
O109,2006,43,63,9,N199425
SW31,2006,24,45,10,N199430
SW31,2007,19,40,8,N199430
SW31,2008,30,52,10,N199430
SW31,2009,18,41,10,N199430
EX62B,2006,22,43,10,N199433
EX62B,2007,15,35,9,N199433
EX62B,2008,28,47,8,N199433
EX62D,2009,23,44,9,N199433
SW26,2006,27,48,8,N199438
SW54,2006,25,47,9,N199440
SW55,2007,17,38,8,N199440
C137,2006,27,47,8,N199441
C36,2008,13,37,8,N199441
C23,2006,28,50,8,N199443
C25,2007,13,37,10,N199443
C117,2007,15,35,9,N199445
P5,2006,26,47,10,N199447
SW28,2006,23,43,8,N199453
SW107,2006,24,47,9,N199463
O29,2008,23,45,8,N199463
SW67,2006,28,49,9,N199464
P19,2007,24,43,8,N199464
O80,2006,33,53,9,N199468
SW109A,2006,34,55,11,N199469
O45,2006,29,52,10,N199470
O44,2007,15,39,12,N199470
O95,2006,36,58,11,N199471
O94,2007,21,40,9,N199471
O85,2006,36,57,10,N199472
O85,2007,20,40,9,N199472
O85,2008,30,50,9,N199472
SW114,2006,39,59,9,N199473
P4,2007,15,35,8,N199474
P4,2008,28,47,8,N199474
EX43E,2007,21,43,11,N199485
EX43D,2008,27,52,13,N199485
EX49B,2007,19,38,8,N199492
W71,2006,28,48,8,N199518
W73,2007,15,35,9,N199518
EX38,2006,24,55,14,N199537
EX14A,2006,28,44,5,N199538
EX52,2007,12,32,10,N199634
CP43,2007,14,34,10,N199637
CP38A,2008,25,45,8,N199637
CP17,2007,15,35,7,N199639
CP30,2007,14,33,7,N199640
CP42A,2007,14,36,10,N199642
EX43D,2007,18,38,9,N199643
EX64,2007,18,37,8,N199644
EX64,2008,25,45,8,N199644
EX64,2009,14,35,9,N199644
EX64,2012,13,55,10,N199644
EX67,2007,18,37,7,N199647
EX62G,2007,23,41,7,N199649
CP41,2007,21,40,8,N199651
CP28,2007,21,41,10,N199652
EX1,2008,32,52,8,N199664
O10,2009,21,43,9,N199664
EX7,2008,23,46,10,N199670
EX41D,2008,30,49,8,N199681
EX43A,2010,13,37,11,N199681
O101,2008,18,41,9,N199685
EX21,2008,25,45,8,N199698
SW56,2007,17,40,9,N199703
P17,2007,19,42,11,N199704
P15,2008,24,47,10,N199704
SW124,2007,21,40,10,N199705
SW124,2008,25,46,9,N199705
SW126,2009,20,41,9,N199705
SW124,2010,27,50,9,N199705
SW128,2007,33,50,9,N199708
EX9,2008,25,46,7,N199907
EX79,2008,32,52,9,N199948
EX67,2008,34,54,9,N199954
EX68,2009,22,43,10,N199954
CP38,2008,16,36,6,N199981
CP38,2009,17,37,7,N199981
CP42A,2008,15,35,7,N199983
CP39,2008,25,42,6,N199984
EX54,2008,21,46,7,N199985
W11,2008,25,46,9,N199987
EX71,2008,30,49,8,N199989
EX49,2008,31,50,8,N199991
EX62B,2009,16,38,10,N199991
EX62B,2010,18,38,9,N199991
CP23,2008,29,49,9,N199992
EX63,2008,29,52,10,N199994
EX43E,2008,38,54,7,N199996
O75B,2001,22,44,9,N200007
O67,2001,19,45,5,N200008
O33,2001,31,48,7,N200026
O23,2002,16,36,10,N200026
O49,2001,32,47,6,N200028
SW83,2001,33,49,7,N200029
SW89,2002,9,32,10,N200029
O77,2001,33,50,8,N200033
O73,2002,13,36,8,N200033
O30,2001,28,46,8,N200034
O43,2001,29,52,5,N200035
O41,2001,29,53,5,N200038
O42,2002,16,35,5,N200038
SW46,2001,39,52,6,N200039
P5,2001,34,52,6,N200040
O81,2001,34,51,7,N200041
O81,2002,13,34,10,N200041
O59,2001,32,53,7,N200044
O59,2002,20,43,9,N200044
SW8,2001,33,55,7,N200047
SW9,2002,9,33,10,N200047
SW8,2003,25,45,7,N200047
SW9,2004,17,39,9,N200047
SW19,2001,38,55,4,N200048
O36,2002,8,32,8,N200050
O36,2001,36,55,7,N200051
SW78,2001,38,56,10,N200053
SW80A,2002,13,37,10,N200053
P24,2003,24,49,9,N200053
SW77,2001,37,56,9,N200054
O38,2001,35,55,9,N200058
SW82,2001,36,55,7,N200059
SW80,2001,38,54,7,N200060
SW79,2002,15,36,9,N200060
SW80,2003,24,45,8,N200060
SW81,2004,17,41,10,N200060
SW81,2005,28,50,7,N200060
O106,2001,28,56,14,N200061
O107,2002,11,32,9,N200061
O60,2001,36,57,6,N200065
SW101A,2001,35,55,8,N200067
SW41,2001,42,58,9,N200070
SW131,2001,40,60,7,N200072
SW104A,2002,18,34,6,N200073
SW115,2001,37,57,9,N200075
SW115,2002,20,43,10,N200075
SW116,2004,23,46,10,N200075
O51,2001,42,65,7,N200079
O70,2001,36,62,9,N200080
P11,2001,42,63,9,N200082
O3,2001,35,63,9,N200083
SW14,2001,42,66,7,N200084
SW16,2002,9,31,9,N200084
O47,2003,20,42,9,N200101
O2,2004,22,45,9,N200101
SW124,2002,12,32,7,N200103
O38A,2002,14,32,6,N200105
O38A,2003,16,37,7,N200105
SW19,2002,7,33,11,N200106
SW18,2003,20,43,9,N200106
O70,2002,14,35,10,N200109
P21,2002,13,36,11,N200110
SW31,2002,16,37,10,N200112
O60,2002,20,39,8,N200113
O72,2002,19,40,8,N200115
SW117,2002,25,41,8,N200116
O58,2002,20,41,8,N200117
SW17,2002,25,46,7,N200120
B117,2004,16,39,8,N200124
B121,2004,26,44,6,N200125
B24,2004,19,43,9,N200126
B225,2004,23,46,8,N200127
B186,2005,31,51,9,N200127
B26,2004,25,49,9,N200128
B14,2005,25,47,8,N200128
B12,2004,30,51,8,N200129
B97,2005,31,52,9,N200129
B176,2006,26,48,8,N200129
MP71,2002,14,34,8,N200370
MP71,2003,16,44,11,N200370
CP9,2003,22,44,9,N200559
EX39B,2002,7,29,10,N200561
W44,2002,9,30,7,N200575
EX21,2002,11,32,9,N200578
CP42A,2002,12,34,9,N200581
CP41,2002,5,33,10,N200582
CP16,2002,12,32,7,N200585
EX48,2002,16,35,7,N200588
W97,2002,11,34,9,N200589
W96,2003,21,43,9,N200589
W45,2002,14,35,10,N200592
EX78,2002,15,35,11,N200594
EX92,2002,18,36,9,N200595
W99A,2002,14,35,8,N200597
W100,2003,20,39,8,N200597
W100,2004,22,42,8,N200597
W100,2005,20,40,8,N200597
W63,2002,17,37,7,N200598
W66,2003,26,45,7,N200598
W81,2002,17,37,9,N200599
W65,2003,20,43,10,N200599
W81,2004,18,42,10,N200599
W65,2007,18,39,10,N200599
B11,2002,17,38,9,N200624
B223,2003,27,49,8,N200624
B204,2003,26,53,10,N200632
C140,2002,15,33,3,N200662
SW70,2002,20,40,8,N200666
SW67,2003,23,45,8,N200666
SW56,2002,21,42,9,N200668
EX41D,2002,17,39,10,N200672
SW63,2002,10,33,7,N200674
SW71,2003,21,48,9,N200674
SW66,2005,25,53,9,N200674
SW1,2002,20,39,9,N200680
EX77,2004,18,41,9,N200680
EX77,2005,25,49,10,N200680
EX65,2002,25,48,7,N200683
W74,2002,19,39,9,N200701
W87,2002,20,38,10,N200702
W64A,2004,25,49,12,N200702
W79,2005,27,50,12,N200702
EX4,2002,17,40,8,N200703
EX4,2003,20,42,9,N200703
EX2,2004,16,37,9,N200703
CP40,2002,19,43,9,N200704
CP19,2002,22,43,7,N200706
EX80,2003,27,46,6,N200708
EX59,2002,17,44,14,N200709
EX51D,2002,19,40,8,N200710
EX8,2002,15,43,10,N200711
EX8,2003,23,45,5,N200711
EX8,2004,20,47,12,N200711
W10,2002,19,41,10,N200712
W11,2003,25,45,7,N200712
W93,2002,26,46,8,N200715
EX10A,2004,16,41,10,N200747
EX42,2003,21,43,9,N200750
EX67,2003,20,43,11,N200773
EX66,2004,14,36,10,N200773
EX67,2005,24,45,9,N200773
EX67,2006,24,45,11,N200773
EX69,2003,28,47,6,N200780
EX68,2004,16,37,10,N200780
CP33,2003,20,40,6,N200805
CP22,2004,15,36,8,N200805
CP22,2005,27,45,6,N200805
EX35,2003,20,41,9,N200806
EX36,2004,17,39,10,N200806
EX36,2005,20,42,10,N200806
EX35,2007,15,36,10,N200806
EX35,2008,27,48,10,N200806
EX19A,2003,19,41,9,N200807
W28,2003,21,43,10,N200810
W29,2004,17,46,12,N200810
W27,2005,16,43,11,N200810
W27,2006,23,50,11,N200810
W25,2003,21,43,10,N200811
W25,2004,17,44,10,N200811
W26,2005,14,39,10,N200811
W26,2006,24,48,11,N200811
W26,2007,13,37,12,N200811
W58,2003,25,43,7,N200812
W42,2003,23,44,9,N200816
W95,2003,27,46,7,N200817
CP21,2003,21,44,9,N200818
EX73,2003,26,47,6,N200819
EX73,2004,18,39,9,N200819
EX74,2005,28,49,9,N200819
EX62,2003,28,49,5,N200821
EX62,2004,16,39,11,N200821
EX62,2005,25,47,10,N200821
CP5,2003,32,54,8,N200824
EX27,2003,26,49,9,N200825
EX25,2004,15,41,10,N200825
EX20,2003,32,51,8,N200826
O75A,2004,19,40,10,N200846
EX19,2005,30,52,10,N200904
W71,2005,26,54,12,N200905
W72,2006,36,57,10,N200905
EX8,2005,28,56,7,N200908
CP3,2005,31,57,8,N200910
EX79,2006,26,47,9,N200935
EX77,2006,22,45,10,N200939
EX86,2007,15,37,8,N200939
CP43,2006,23,41,7,N200996
EX56,2006,23,43,9,N200998
EX84,2006,24,46,10,N201000
SW3,2007,12,32,10,N201000
SW2,2008,26,48,11,N201000
B57,1977,33,55,8,NA21014
B51,1978,35,56,10,NA21014
SW105,1977,38,59,8,NA21017
SW102,1978,38,58,7,NA21035
SW101,1979,39,62,12,NA21035
CP30,1977,29,50,6,NA21041
SW130,1977,33,55,8,NA21044
SW16,1978,31,53,10,NA21044
B28,1977,34,56,8,NA21069
C111,1977,37,65,7,NA21110
MP51,1976,34,52,7,NA21115
MP26,1976,30,48,8,NA21116
EX51D,1977,28,48,8,NA21146
C3B,1978,36,60,8,NA21146
B34,1977,30,52,10,NA21163
SW69,1977,33,56,8,NA21171
EX40,1978,25,49,12,NA21185
EX49C,1977,27,48,9,NA21188
EX51B,1977,27,49,9,NA21190
B215,1977,32,51,6,NA21193
B139,1977,37,58,8,NA21220
SW87,1977,35,58,9,NA21224
C24B,1976,44,62,8,NA21245
SW36,1976,37,58,10,NA21246
EX5A,1978,27,48,11,NA21293
EX5A,1979,25,51,11,NA21293
SW78,1978,27,50,7,NA21315
EX51C,1978,34,53,8,NA21320
EX58,1978,26,51,11,NA21339
O41,1978,38,62,12,NA21341
O38A,1978,39,60,9,NA21344
O57,1979,42,63,9,NA21344
O52,1980,24,49,8,NA21344
O37,1981,25,55,7,NA21344
EX62C,1978,27,53,12,NA21416
CP17,1978,28,51,10,NA21446
EX41D,1978,34,52,8,NA21467
W96,1978,39,58,8,NA21476
B123,1978,38,59,9,NA21479
EX81A,1977,34,54,7,NA21501
MP45,1977,31,53,9,NA21504
MP25,1977,28,51,10,NA21505
MP23,1978,35,55,9,NA21505
MP28,1979,25,53,11,NA21505
MP24,1980,20,44,12,NA21505
MP71,1977,23,51,8,NA21507
MP64,1978,25,49,9,NA21507
MP50,1977,26,49,9,NA21509
MP49,1978,34,52,7,NA21509
MP52,1979,26,53,10,NA21509
MP50,1980,17,43,12,NA21509
B137,1977,33,54,9,NA21512
B43,1978,34,55,10,NA21512
C123,1977,38,55,5,NA21515
C28,1977,34,53,6,NA21516
C129,1978,36,57,10,NA21516
C20,1979,34,56,11,NA21516
C140,1977,29,49,7,NA21517
B173,1977,37,58,9,NA21520
B8,1978,37,58,10,NA21520
C57,1977,36,59,8,NA21523
C7,1977,46,63,7,NA21524
C106,1978,40,62,8,NA21524
C3B,1980,22,45,10,NA21524
C32,1977,41,62,8,NA21526
C12,1978,33,55,9,NA21526
C52,1977,41,61,8,NA21528
C102,1978,39,59,10,NA21528
C19,1977,41,60,7,NA21529
C146,1977,43,61,7,NA21533
C47,1978,36,57,9,NA21533
C37,1977,42,67,5,NA21534
C3,1978,38,60,11,NA21534
B121,1977,40,65,7,NA21535
P5,1977,45,63,6,NA21536
P8,1977,39,59,9,NA21537
P19,1977,41,65,10,NA21538
B88,1977,36,56,9,NA21539
B87,1977,34,54,8,NA21540
B188,1978,38,60,10,NA21540
C32,1978,36,59,12,NA21542
MP35,1977,31,61,6,NA21544
C115,1977,38,58,10,NA21548
C46,1977,42,63,6,NA21549
B194A,1978,36,58,10,NA21555
EX13,1978,30,51,9,NA21590
EX30,1978,37,57,9,NA21649
P7,1979,39,61,11,NA21653
EX25,1978,42,60,7,NA21655
MP74,1978,36,56,9,NA21662
MP67,1979,24,51,10,NA21662
MP77,1980,15,40,12,NA21662
B85,1978,40,60,9,NA21665
B111,1978,39,59,9,NA21672
MP34,1978,36,56,7,NA21785
MP46,1979,28,51,11,NA21785
EX62H,1978,42,65,8,NA21796
B179,1978,38,57,8,NA21804
EX18,1978,28,49,9,NA21878
EX31A,1980,20,47,11,NA21878
EX31,1981,16,43,9,NA21878
C105,1978,41,61,8,NA21909
O22,1978,39,59,8,NA21922
SW56,1978,35,54,8,NA21929
P16,1979,38,59,10,NA21929
SW108,1978,45,62,4,NA21967
EX71,1978,40,59,8,NA22010
W44,1977,35,55,7,NA22012
C62,1977,36,60,9,NA22019
C30,1977,37,60,10,NA22022
C5,1978,41,64,11,NA22022
C34,1977,41,63,10,NA22023
SW127,1977,46,68,8,NA22031
O37,1977,37,53,4,NA22049
O74,1976,29,51,10,NA22050
O74,1977,30,55,9,NA22050
C3A,1977,42,62,7,NA22056
C29,1978,37,57,8,NA22056
SW20,1977,33,50,5,NA22070
O80,1978,42,64,10,NA22089
MP81,1977,41,58,6,NA22129
EX58,1977,18,46,9,NA22137
EX32,1978,26,49,11,NA22184
EX12A,1977,27,47,8,NA22191
EX81A,1979,26,50,8,NA22191
SW103,1977,34,54,6,NA22212
P21,1977,35,57,9,NA22213
EX49B,1977,27,49,10,NA22224
EX49B,1978,32,52,9,NA22224
EX48,1979,25,47,10,NA22224
O19,1978,35,58,11,NA22237
EX54,1978,33,54,6,NA22291
EX53,1979,24,50,11,NA22291
CP3,1978,36,56,10,NA22332
EX9,1978,25,52,13,NA22333
EX10,1979,23,50,13,NA22333
EX10,1981,18,46,12,NA22333
EX9,1982,25,53,12,NA22333
EX10,1983,24,49,13,NA22333
B113,1978,38,59,8,NA22340
B137,1979,38,58,9,NA22340
W100,1979,40,62,10,NA22348
CP43,1978,33,61,14,NA22349
CP24,1978,34,56,11,NA22416
CP43,1979,23,49,11,NA22418
SW85,1978,41,59,8,NA22503
W103A,1978,41,60,8,NA22552
W64A,1978,31,52,10,NA22601
W63,1979,27,54,12,NA22601
SW44,1978,36,59,11,NA22609
SW25,1979,37,59,10,NA22609
EX19,1978,27,49,10,NA22628
W46,1979,32,54,10,NA22628
W76,1978,36,57,10,NA22651
W42,1978,32,53,9,NA22669
W73,1979,28,52,11,NA22669
EX4,1979,26,50,10,NA22712
C119,1978,35,57,9,NA22751
C41,1978,39,57,7,NA22771
C153,1980,42,60,7,NA22771
C50,1981,21,49,5,NA22771
C155,1978,36,59,8,NA22776
C103,1979,41,62,9,NA22776
W33,1978,42,60,8,NA22815
W36,1979,41,65,12,NA22815
EX46,1978,32,56,13,NA22822
O110,1978,30,54,10,NA22845
B150,1978,39,58,8,NA22857
W81,1979,36,58,10,NA22890
B217,1978,38,56,7,NA22942
MP27,1978,38,59,10,NA22944
EX45,1979,34,58,12,NA22961
EX45,1980,26,50,11,NA22961
EX44,1981,22,50,10,NA22961
EX44,1982,27,51,11,NA22961
EX44,1983,25,48,11,NA22961
W44,1979,39,62,12,NA22967
W51,1979,38,63,13,NA22975
W41,1979,28,55,12,NA22976
EX62,1979,37,61,11,NA22982
EX64,1980,26,51,12,NA22982
EX14A,1979,26,52,11,NA22997
C33,1978,37,59,8,NC09008
C61A,1978,41,59,7,NC09009
C63,1978,49,66,7,NC09010
C141,1980,30,51,11,NC09011
C40,1981,40,61,10,NC09011
C1,1982,36,57,10,NC09011
P4,1980,21,43,10,NC09018
O5A,1980,23,47,10,NC09037
O5,1981,16,48,10,NC09037
O7,1982,24,49,10,NC09037
O6,1983,27,49,10,NC09037
EX39C,1979,27,49,10,NC09094
EX14B,1980,21,46,12,NC09094
EX75A,1979,44,66,10,NC09124
EX74,1980,28,50,10,NC09124
O30,1979,39,61,9,NC09215
EX49A,1980,22,45,8,NC09224
SW101,1980,28,49,9,NC09240
SW130,1979,44,64,10,NC09256
